Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	296
Quay Cur	The Fiery Furnaces		Blueberry Boat		Rock	10010639	625	1	1	1	13	2004	7/20/04 10:11 AM	8/6/04 1:52 PM	128	44100		MPEG audio file						MP3Vol296:Fiery Furnaces:01 Quay Cur.mp3	296
Blueberry Boat	The Fiery Furnaces		Blueberry Boat		Rock	8793548	549	1	1	3	13	2004	7/20/04 10:31 AM	8/6/04 1:52 PM	128	44100		MPEG audio file						MP3Vol296:Fiery Furnaces:03 Blueberry Boat.mp3	296
Chris Michaels	The Fiery Furnaces		Blueberry Boat		Rock	7580631	473	1	1	4	13	2004	7/20/04 10:10 AM	8/6/04 1:52 PM	128	44100		MPEG audio file						MP3Vol296:Fiery Furnaces:04 Chris Michaels 1.mp3	296
Paw Paw Tree	The Fiery Furnaces		Blueberry Boat		Rock	4468086	279	1	1	5	13	2004	7/20/04 10:22 AM	8/6/04 1:52 PM	128	44100		MPEG audio file						MP3Vol296:Fiery Furnaces:05 Paw Paw Tree.mp3	296
My Dog Was Lost But Now He's Found	The Fiery Furnaces		Blueberry Boat		Rock	3357173	209	1	1	6	13	2004	7/20/04 10:12 AM	8/6/04 1:52 PM	128	44100		MPEG audio file						MP3Vol296:Fiery Furnaces:06 My Dog Was Lost But Now He's Found.mp3	296
Mason City	The Fiery Furnaces		Blueberry Boat		Rock	7920427	494	1	1	7	13	2004	7/20/04 10:15 AM	8/6/04 1:52 PM	128	44100		MPEG audio file						MP3Vol296:Fiery Furnaces:07 Mason City.mp3	296
Chief Inspector Blancheflower	The Fiery Furnaces		Blueberry Boat		Rock	8612587	538	1	1	8	13	2004	7/20/04 10:19 AM	8/6/04 1:52 PM	128	44100		MPEG audio file						MP3Vol296:Fiery Furnaces:08 Chief Inspector Blancheflower.mp3	296
Spaniolated	The Fiery Furnaces		Blueberry Boat		Rock	3227583	201	1	1	9	13	2004	7/20/04 10:15 AM	8/6/04 1:52 PM	128	44100		MPEG audio file						MP3Vol296:Fiery Furnaces:09 Spaniolated.mp3	296
1917	The Fiery Furnaces		Blueberry Boat		Rock	4683328	292	1	1	10	13	2004	7/20/04 10:21 AM	8/6/04 1:52 PM	128	44100		MPEG audio file						MP3Vol296:Fiery Furnaces:10 1917.mp3	296
Birdie Brain	The Fiery Furnaces		Blueberry Boat		Rock	2976391	185	1	1	11	13	2004	7/20/04 10:11 AM	8/6/04 1:52 PM	128	44100		MPEG audio file						MP3Vol296:Fiery Furnaces:11 Birdie Brain.mp3	296
Turning Round	The Fiery Furnaces		Blueberry Boat		Rock	2135040	133	1	1	12	13	2004	7/20/04 10:16 AM	8/6/04 1:52 PM	128	44100		MPEG audio file						MP3Vol296:Fiery Furnaces:12 Turning Round.mp3	296
Wolf Notes	The Fiery Furnaces		Blueberry Boat		Rock	4670796	291	1	1	13	13	2004	7/20/04 10:24 AM	8/6/04 1:52 PM	128	44100		MPEG audio file						MP3Vol296:Fiery Furnaces:13 Wolf Notes.mp3	296
-	Fugazi		The Argument		Alternative & Punk	552960	22			1	11	2001	8/4/04 5:43 PM	8/6/04 1:52 PM	192	44100		MPEG audio file						MP3Vol296:Fugazi:The Argument:01 -.mp3	296
cashout	Fugazi		The Argument		Alternative & Punk	6361848	264			2	11	2001	8/4/04 5:45 PM	8/6/04 1:52 PM	192	44100		MPEG audio file						MP3Vol296:Fugazi:The Argument:02 cashout.mp3	296
full disclosure	Fugazi		The Argument		Alternative & Punk	5597618	233			3	11	2001	8/4/04 5:47 PM	8/6/04 1:52 PM	192	44100		MPEG audio file						MP3Vol296:Fugazi:The Argument:03 full disclosure.mp3	296
epic problem	Fugazi		The Argument		Alternative & Punk	5758111	239			4	11	2001	8/4/04 5:49 PM	8/6/04 1:52 PM	192	44100		MPEG audio file						MP3Vol296:Fugazi:The Argument:04 epic problem.mp3	296
life and limb	Fugazi		The Argument		Alternative & Punk	4556271	189			5	11	2001	8/4/04 5:50 PM	8/6/04 1:52 PM	192	44100		MPEG audio file						MP3Vol296:Fugazi:The Argument:05 life and limb.mp3	296
the kill	Fugazi		The Argument		Alternative & Punk	7860233	327			6	11	2001	8/4/04 5:53 PM	8/6/04 1:52 PM	192	44100		MPEG audio file						MP3Vol296:Fugazi:The Argument:06 the kill.mp3	296
strangelight	Fugazi		The Argument		Alternative & Punk	8489057	353			7	11	2001	8/4/04 5:56 PM	8/6/04 1:52 PM	192	44100		MPEG audio file						MP3Vol296:Fugazi:The Argument:07 strangelight.mp3	296
oh	Fugazi		The Argument		Alternative & Punk	6469050	269			8	11	2001	8/4/04 5:59 PM	8/6/04 1:52 PM	192	44100		MPEG audio file						MP3Vol296:Fugazi:The Argument:08 oh.mp3	296
ex-spectator	Fugazi		The Argument		Alternative & Punk	6218284	259			9	11	2001	8/4/04 6:01 PM	8/6/04 1:52 PM	192	44100		MPEG audio file						MP3Vol296:Fugazi:The Argument:09 ex-spectator.mp3	296
nightshop	Fugazi		The Argument		Alternative & Punk	5827073	242			10	11	2001	8/4/04 6:03 PM	8/6/04 1:52 PM	192	44100		MPEG audio file						MP3Vol296:Fugazi:The Argument:10 nightshop.mp3	296
argument	Fugazi		The Argument		Alternative & Punk	6428306	267			11	11	2001	8/4/04 6:06 PM	8/6/04 1:52 PM	192	44100		MPEG audio file						MP3Vol296:Fugazi:The Argument:11 argument.mp3	296
Track 01	Funny Van Dannen		Clubsongs			2310216	141			1	15		8/3/04 11:05 AM	8/6/04 1:52 PM	128	44100		AAC audio file						MP3Vol296:Funny Van Dannen:Clubsongs:01 Track 01.m4a	296
Track 02	Funny Van Dannen		Clubsongs			3794435	233			2	15		8/3/04 11:09 AM	8/6/04 1:52 PM	128	44100		AAC audio file						MP3Vol296:Funny Van Dannen:Clubsongs:02 Track 02.m4a	296
Track 03	Funny Van Dannen		Clubsongs			1016586	60			3	15		8/3/04 11:10 AM	8/6/04 1:52 PM	128	44100		AAC audio file						MP3Vol296:Funny Van Dannen:Clubsongs:03 Track 03.m4a	296
Track 04	Funny Van Dannen		Clubsongs			2607803	159			4	15		8/3/04 11:13 AM	8/6/04 1:52 PM	128	44100		AAC audio file						MP3Vol296:Funny Van Dannen:Clubsongs:04 Track 04.m4a	296
Track 05	Funny Van Dannen		Clubsongs			2847433	174			5	15		8/3/04 11:16 AM	8/6/04 1:52 PM	128	44100		AAC audio file						MP3Vol296:Funny Van Dannen:Clubsongs:05 Track 05.m4a	296
Track 06	Funny Van Dannen		Clubsongs			3266878	200			6	15		8/3/04 11:19 AM	8/6/04 1:52 PM	128	44100		AAC audio file						MP3Vol296:Funny Van Dannen:Clubsongs:06 Track 06.m4a	296
Track 07	Funny Van Dannen		Clubsongs			2397894	146			7	15		8/3/04 11:22 AM	8/6/04 1:52 PM	128	44100		AAC audio file						MP3Vol296:Funny Van Dannen:Clubsongs:07 Track 07.m4a	296
Track 08	Funny Van Dannen		Clubsongs			2828857	173			8	15		8/3/04 11:25 AM	8/6/04 1:52 PM	128	44100		AAC audio file						MP3Vol296:Funny Van Dannen:Clubsongs:08 Track 08.m4a	296
Track 09	Funny Van Dannen		Clubsongs			3124957	192			9	15		8/3/04 11:28 AM	8/6/04 1:52 PM	128	44100		AAC audio file						MP3Vol296:Funny Van Dannen:Clubsongs:09 Track 09.m4a	296
Track 10	Funny Van Dannen		Clubsongs			3133502	192			10	15		8/3/04 11:31 AM	8/6/04 1:52 PM	128	44100		AAC audio file						MP3Vol296:Funny Van Dannen:Clubsongs:10 Track 10.m4a	296
Free Will	Gil Scott-Heron	Gil Scott-Heron	Free Will		Jazz	4451383	222	1	1	1	20	1972	7/22/04 2:37 PM	8/6/04 1:52 PM	160	44100		MPEG audio file						MP3Vol296:Gil Scott-Heron:Free Will:01 Free Will.mp3	296
The Middle of Your Day	Gil Scott-Heron	Gil Scott-Heron	Free Will		Jazz	5460768	272	1	1	2	20	1972	7/22/04 2:40 PM	8/6/04 1:52 PM	160	44100		MPEG audio file						MP3Vol296:Gil Scott-Heron:Free Will:02 The Middle of Your Day.mp3	296
The Get Out of the Ghetto Blues	Gil Scott-Heron	Gil Scott-Heron	Free Will		Jazz	6223552	311	1	1	3	20	1972	7/22/04 2:52 PM	8/6/04 1:52 PM	160	44100		MPEG audio file						MP3Vol296:Gil Scott-Heron:Free Will:03 The Get Out of the Ghetto Blues.mp3	296
Speed Kills	Gil Scott-Heron	Gil Scott-Heron	Free Will		Jazz	3974390	198	1	1	4	20	1972	7/22/04 2:50 PM	8/6/04 1:52 PM	160	44100		MPEG audio file						MP3Vol296:Gil Scott-Heron:Free Will:04 Speed Kills.mp3	296
Did You Hear What They Said?	Gil Scott-Heron	Gil Scott-Heron	Free Will		Jazz	4236153	211	1	1	5	20	1972	7/22/04 3:00 PM	8/6/04 1:52 PM	160	44100		MPEG audio file						MP3Vol296:Gil Scott-Heron:Free Will:05 Did You Hear What They Said_.mp3	296
The King Alfred Plan	Gil Scott-Heron	Gil Scott-Heron	Free Will		Jazz	3491656	174	1	1	6	20	1972	7/22/04 3:01 PM	8/6/04 1:52 PM	160	44100		MPEG audio file						MP3Vol296:Gil Scott-Heron:Free Will:06 The King Alfred Plan.mp3	296
No Knock	Gil Scott-Heron	Gil Scott-Heron	Free Will		Jazz	2620199	130	1	1	7	20	1972	7/22/04 3:07 PM	8/6/04 1:52 PM	160	44100		MPEG audio file						MP3Vol296:Gil Scott-Heron:Free Will:07 No Knock.mp3	296
Wiggy	Gil Scott-Heron	Gil Scott-Heron	Free Will		Jazz	1930041	96	1	1	8	20	1972	7/22/04 3:06 PM	8/6/04 1:52 PM	160	44100		MPEG audio file						MP3Vol296:Gil Scott-Heron:Free Will:08 Wiggy.mp3	296
Ain't No New Thing	Gil Scott-Heron	Gil Scott-Heron	Free Will		Jazz	5440911	271	1	1	9	20	1972	7/22/04 3:20 PM	8/6/04 1:52 PM	160	44100		MPEG audio file						MP3Vol296:Gil Scott-Heron:Free Will:09 Ain't No New Thing.mp3	296
Billy Green Is Dead	Gil Scott-Heron	Gil Scott-Heron	Free Will		Jazz	2710072	135	1	1	10	20	1972	7/22/04 3:14 PM	8/6/04 1:52 PM	160	44100		MPEG audio file						MP3Vol296:Gil Scott-Heron:Free Will:10 Billy Green Is Dead.mp3	296
Sex Education, Ghetto Style	Gil Scott-Heron	Gil Scott-Heron	Free Will		Jazz	1085264	54	1	1	11	20	1972	7/22/04 3:16 PM	8/6/04 1:52 PM	160	44100		MPEG audio file						MP3Vol296:Gil Scott-Heron:Free Will:11 Sex Education, Ghetto Style.mp3	296
