Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	361
Mind 2 Motion	Roots Manuva		Awfully Deep		Hip-Hop	6871040	286			1		2004	1/31/05 5:15 AM	2/21/05 1:07 PM	192	44100	153	MPEG audio file						MP3Vol361:roots manuva - awfully deep:01 - Roots Manuva - Mind 2 Motion - Awfully Deep.mp3	361
Awfully Deep	Roots Manuva		Awfully Deep		Hip-Hop	5824512	242			2		2004	1/31/05 5:19 AM	2/21/05 1:07 PM	192	44100	153	MPEG audio file						MP3Vol361:roots manuva - awfully deep:02 - Roots Manuva - Awfully Deep - Awfully Deep.mp3	361
Cause 4 Pause	Roots Manuva		Awfully Deep		Hip-Hop	1716096	71			3		2004	1/31/05 5:20 AM	2/21/05 1:07 PM	192	44100	153	MPEG audio file						MP3Vol361:roots manuva - awfully deep:03 - Roots Manuva - Cause 4 Pause - Awfully Deep.mp3	361
Colosal Insight	Roots Manuva		Awfully Deep		Hip-Hop	5427200	226			4		2004	1/31/05 5:24 AM	2/21/05 1:07 PM	192	44100	153	MPEG audio file						MP3Vol361:roots manuva - awfully deep:04 - Roots Manuva - Colosal Insight - Awfully Deep.mp3	361
Too Cold	Roots Manuva		Awfully Deep		Hip-Hop	5732612	238			5		2004	1/31/05 5:28 AM	2/21/05 1:07 PM	192	44100	153	MPEG audio file						MP3Vol361:roots manuva - awfully deep:05 - Roots Manuva - Too Cold - Awfully Deep.mp3	361
A Haunting	Roots Manuva		Awfully Deep		Hip-Hop	5710042	237			6		2004	1/31/05 5:32 AM	2/21/05 1:07 PM	192	44100	153	MPEG audio file						MP3Vol361:roots manuva - awfully deep:06 - Roots Manuva - A Haunting - Awfully Deep.mp3	361
Rebel Heart	Roots Manuva		Awfully Deep		Hip-Hop	5115904	213			7		2004	1/31/05 5:35 AM	2/21/05 1:07 PM	192	44100	153	MPEG audio file						MP3Vol361:roots manuva - awfully deep:07 - Roots Manuva - Rebel Heart - Awfully Deep.mp3	361
Chin High	Roots Manuva		Awfully Deep		Hip-Hop	7813422	325			8		2004	1/31/05 5:40 AM	2/21/05 1:07 PM	192	44100	153	MPEG audio file						MP3Vol361:roots manuva - awfully deep:08 - Roots Manuva - Chin High - Awfully Deep.mp3	361
Babylon Medicine	Roots Manuva		Awfully Deep		Hip-Hop	4726784	196			9		2004	1/31/05 5:43 AM	2/21/05 1:07 PM	192	44100	153	MPEG audio file						MP3Vol361:roots manuva - awfully deep:09 - Roots Manuva - Babylon Medicine - Awfully Deep.mp3	361
Pause 4 Cause	Roots Manuva		Awfully Deep		Hip-Hop	2125824	88			10		2004	1/31/05 5:45 AM	2/21/05 1:07 PM	192	44100	153	MPEG audio file						MP3Vol361:roots manuva - awfully deep:10 - Roots Manuva - Pause 4 Cause - Awfully Deep.mp3	361
