Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	295
Turpentine	Disco Ensemble		Ghosttown Effect		Alternative	6224542	259			1	5		8/4/04 5:00 PM	8/6/04 1:42 PM	192	44100		MPEG audio file						MP3Vol295:Disco Ensemble:Ghosttown Effect:01 Turpentine.mp3	295
The Jack Frost Morning	Disco Ensemble		Ghosttown Effect		Alternative	5894784	245			2	5		8/4/04 5:02 PM	8/6/04 1:42 PM	192	44100		MPEG audio file						MP3Vol295:Disco Ensemble:Ghosttown Effect:02 The Jack Frost Morning.mp3	295
Slingshot Rocks	Disco Ensemble		Ghosttown Effect		Alternative	7191286	299			3	5		8/4/04 5:05 PM	8/6/04 1:42 PM	192	44100		MPEG audio file						MP3Vol295:Disco Ensemble:Ghosttown Effect:03 Slingshot Rocks.mp3	295
Envelope	Disco Ensemble		Ghosttown Effect		Alternative	5642741	235			4	5		8/4/04 5:07 PM	8/6/04 1:42 PM	192	44100		MPEG audio file						MP3Vol295:Disco Ensemble:Ghosttown Effect:04 Envelope.mp3	295
Antibiotics	Disco Ensemble		Ghosttown Effect		Alternative	6717317	279			5	5		8/4/04 5:10 PM	8/6/04 1:42 PM	192	44100		MPEG audio file						MP3Vol295:Disco Ensemble:Ghosttown Effect:05 Antibiotics.mp3	295
Mantra	Disco Ensemble		Mantra		Metal	5805506	239			1	2		8/4/04 5:13 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Mantra:01 Mantra.m4a	295
Mud Platoon	Disco Ensemble		Mantra		Metal	5672874	234			2	2		8/4/04 5:15 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Mantra:02 Mud Platoon.m4a	295
Transatlantic	Disco Ensemble		Transatlantic		Alternative	5444030	226	1	1	1	3	2003	8/4/04 5:16 PM	8/6/04 1:42 PM	192	44100		MPEG audio file						MP3Vol295:Disco Ensemble:Transatlantic:01 Transatlantic.mp3	295
Skeleton Key	Disco Ensemble		Transatlantic		Alternative	5671608	236	1	1	2	3	2003	8/4/04 5:18 PM	8/6/04 1:42 PM	192	44100		MPEG audio file						MP3Vol295:Disco Ensemble:Transatlantic:02 Skeleton Key 1.mp3	295
Skeleton Key	Disco Ensemble		Transatlantic		Alternative & Punk	5671608	236	1	1	2	3	2003	8/4/04 5:20 PM	8/6/04 1:42 PM	192	44100		MPEG audio file						MP3Vol295:Disco Ensemble:Transatlantic:02 Skeleton Key.mp3	295
Jules Verne	Disco Ensemble		Transatlantic		Alternative	5585089	232	1	1	3	3	2003	8/4/04 5:22 PM	8/6/04 1:42 PM	192	44100		MPEG audio file						MP3Vol295:Disco Ensemble:Transatlantic:03 Jules Verne.mp3	295
Dynamite Days	Disco Ensemble		Viper Ethics			5676654	234			1	11	2003	8/4/04 5:24 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Viper Ethics:01 Dynamite Days.m4a	295
Zombies	Disco Ensemble		Viper Ethics			4420734	182			2	11	2003	8/4/04 5:26 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Viper Ethics:02 Zombies.m4a	295
In Neon	Disco Ensemble		Viper Ethics			3909862	160			3	11	2003	8/4/04 5:27 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Viper Ethics:03 In Neon.m4a	295
Videotapes	Disco Ensemble		Viper Ethics			5871491	242			4	11	2003	8/4/04 5:29 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Viper Ethics:04 Videotapes.m4a	295
Masquerade	Disco Ensemble		Viper Ethics			5171574	213			5	11	2003	8/4/04 5:31 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Viper Ethics:05 Masquerade.m4a	295
Mantra	Disco Ensemble		Viper Ethics			5770579	238			6	11	2003	8/4/04 5:33 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Viper Ethics:06 Mantra.m4a	295
Secret Society	Disco Ensemble		Viper Ethics			5856032	241			7	11	2003	8/4/04 5:35 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Viper Ethics:07 Secret Society.m4a	295
Cynic	Disco Ensemble		Viper Ethics			5621823	232			8	11	2003	8/4/04 5:37 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Viper Ethics:08 Cynic.m4a	295
Invisible Ink	Disco Ensemble		Viper Ethics			5329913	219			9	11	2003	8/4/04 5:39 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Viper Ethics:09 Invisible Ink.m4a	295
Skeleton Key	Disco Ensemble		Viper Ethics			5833533	240			10	11	2003	8/4/04 5:41 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Viper Ethics:10 Skeleton Key.m4a	295
Sink Your Teeth In	Disco Ensemble		Viper Ethics			4860919	200			11	11	2003	8/4/04 5:43 PM	8/6/04 1:42 PM	192	44100		AAC audio file						MP3Vol295:Disco Ensemble:Viper Ethics:11 Sink Your Teeth In.m4a	295
You Got It Bad Girl	Hugo Montenegro		The Wonder of Stevie (Disc 1-Wonderfull Mix)		R&B	3558684	187			1			7/18/04 7:43 PM	8/6/04 1:42 PM	128	44100		MPEG audio file		DJ Spinna & Bobbito				MP3Vol295:DJ Spinna & Bobbito - The Wonder Of Stevie:Disc 1 - Wonderfull Mix:01 - Hugo Montenegro - You Got It Bad Girl.mp3	295
Where Were You When I Needed You	Lionel Hampton		The Wonder of Stevie (Disc 1-Wonderfull Mix)		R&B	4514987	247			2			7/18/04 7:46 PM	8/6/04 1:42 PM	128	44100		MPEG audio file		DJ Spinna & Bobbito				MP3Vol295:DJ Spinna & Bobbito - The Wonder Of Stevie:Disc 1 - Wonderfull Mix:02 - Lionel Hampton - Where Were You When I Needed You.mp3	295
Golden Lady	Jose Feliciano		The Wonder of Stevie (Disc 1-Wonderfull Mix)		R&B	4143400	223			3			7/18/04 7:49 PM	8/6/04 1:42 PM	128	44100		MPEG audio file		DJ Spinna & Bobbito				MP3Vol295:DJ Spinna & Bobbito - The Wonder Of Stevie:Disc 1 - Wonderfull Mix:03 - Jose Feliciano - Golden Lady.mp3	295
Pastime Paradise	Ray Barretto		The Wonder of Stevie (Disc 1-Wonderfull Mix)		R&B	7481225	432			4			7/18/04 7:54 PM	8/6/04 1:42 PM	128	44100		MPEG audio file		DJ Spinna & Bobbito				MP3Vol295:DJ Spinna & Bobbito - The Wonder Of Stevie:Disc 1 - Wonderfull Mix:04 - Ray Barretto - Pastime Paradise.mp3	295
Superstition	Sergio Mendes and Brasil '77		The Wonder of Stevie (Disc 1-Wonderfull Mix)		R&B	5234289	291			5			7/18/04 7:57 PM	8/6/04 1:42 PM	128	44100		MPEG audio file		DJ Spinna & Bobbito				MP3Vol295:DJ Spinna & Bobbito - The Wonder Of Stevie:Disc 1 - Wonderfull Mix:05 - Sergio Mendes and Brasil '77 - Superstition.mp3	295
As	Gene Harris		The Wonder of Stevie (Disc 1-Wonderfull Mix)		R&B	7699803	446			6			7/18/04 8:02 PM	8/6/04 1:42 PM	128	44100		MPEG audio file		DJ Spinna & Bobbito				MP3Vol295:DJ Spinna & Bobbito - The Wonder Of Stevie:Disc 1 - Wonderfull Mix:06 - Gene Harris - As.mp3	295
Buttercup	Carl Anderson		The Wonder of Stevie (Disc 1-Wonderfull Mix)		R&B	4389993	239			7			7/18/04 8:05 PM	8/6/04 1:42 PM	128	44100		MPEG audio file		DJ Spinna & Bobbito				MP3Vol295:DJ Spinna & Bobbito - The Wonder Of Stevie:Disc 1 - Wonderfull Mix:07 - Carl Anderson - Buttercup.mp3	295
Too High	Norman Brown		The Wonder of Stevie (Disc 1-Wonderfull Mix)		R&B	4072342	219			8			7/18/04 8:08 PM	8/6/04 1:42 PM	128	44100		MPEG audio file		DJ Spinna & Bobbito				MP3Vol295:DJ Spinna & Bobbito - The Wonder Of Stevie:Disc 1 - Wonderfull Mix:08 - Norman Brown - Too High.mp3	295
I Was Made To Love Her	Charles Earland		The Wonder of Stevie (Disc 1-Wonderfull Mix)		R&B	3174165	163			9			7/18/04 8:10 PM	8/6/04 1:42 PM	128	44100		MPEG audio file		DJ Spinna & Bobbito				MP3Vol295:DJ Spinna & Bobbito - The Wonder Of Stevie:Disc 1 - Wonderfull Mix:09 - Charles Earland - I Was Made To Love Her.mp3	295
Bad Weather	The Supremes		The Wonder of Stevie (Disc 1-Wonderfull Mix)		R&B	3159522	162			10			7/18/04 8:12 PM	8/6/04 1:42 PM	128	44100		MPEG audio file		DJ Spinna & Bobbito				MP3Vol295:DJ Spinna & Bobbito - The Wonder Of Stevie:Disc 1 - Wonderfull Mix:10 - The Supremes - Bad Weather.mp3	295
Spring High	Ramsey Lewis		The Wonder of Stevie (Disc 1-Wonderfull Mix)		R&B	4203166	227			11			7/18/04 8:14 PM	8/6/04 1:42 PM	128	44100		MPEG audio file		DJ Spinna & Bobbito				MP3Vol295:DJ Spinna & Bobbito - The Wonder Of Stevie:Disc 1 - Wonderfull Mix:11 - Ramsey Lewis - Spring High.mp3	295
Love Having You Around	First Choice		The Wonder of Stevie (Disc 1-Wonderfull Mix)		R&B	6433826	366			12			7/18/04 8:19 PM	8/6/04 1:42 PM	128	44100		MPEG audio file		DJ Spinna & Bobbito				MP3Vol295:DJ Spinna & Bobbito - The Wonder Of Stevie:Disc 1 - Wonderfull Mix:12 - First Choice - Love Having You Around.mp3	295
