Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	305
1969	The Vines		Highly Evolved		Rock	7750610	387			12	12	2002	7/16/04 11:08 PM	8/6/04 3:27 PM	160	44100		MPEG audio file						MP3Vol305:The Vines:Highly Evolved:1969.mp3	305
Autumn Shade	The Vines		Highly Evolved		Rock	2756004	137			2	12	2002	7/16/04 11:10 PM	8/6/04 3:27 PM	160	44100		MPEG audio file						MP3Vol305:The Vines:Highly Evolved:Autumn Shade.mp3	305
Country Yard	The Vines		Highly Evolved		Rock	4522404	225			7	12	2002	7/16/04 11:13 PM	8/6/04 3:27 PM	160	44100		MPEG audio file						MP3Vol305:The Vines:Highly Evolved:Country Yard.mp3	305
Factory	The Vines		Highly Evolved		Rock	3850530	192			8	12	2002	7/16/04 11:15 PM	8/6/04 3:27 PM	160	44100		MPEG audio file						MP3Vol305:The Vines:Highly Evolved:Factory.mp3	305
Get Free	The Vines		Highly Evolved		Rock	2534482	126			6	12	2002	7/16/04 11:17 PM	8/6/04 3:27 PM	160	44100		MPEG audio file						MP3Vol305:The Vines:Highly Evolved:Get Free.mp3	305
Highly Evolved	The Vines		Highly Evolved		Rock	1889264	94			1	12	2002	7/16/04 11:18 PM	8/6/04 3:27 PM	160	44100		MPEG audio file						MP3Vol305:The Vines:Highly Evolved:Highly Evolved.mp3	305
Homesick	The Vines		Highly Evolved		Rock	5867184	293			5	12	2002	7/16/04 11:22 PM	8/6/04 3:27 PM	160	44100		MPEG audio file						MP3Vol305:The Vines:Highly Evolved:Homesick.mp3	305
In The Jungle	The Vines		Highly Evolved		Rock	5114340	255			9	12	2002	7/16/04 10:56 PM	8/6/04 3:27 PM	160	44100		MPEG audio file						MP3Vol305:The Vines:Highly Evolved:In The Jungle.mp3	305
Mary Jane	The Vines		Highly Evolved		Rock	7043219	352			10	12	2002	7/16/04 10:53 PM	8/6/04 3:27 PM	160	44100		MPEG audio file						MP3Vol305:The Vines:Highly Evolved:Mary Jane.mp3	305
Outtathaway!	The Vines		Highly Evolved		Rock	3661931	182			3	12	2002	7/16/04 10:48 PM	8/6/04 3:27 PM	160	44100		MPEG audio file						MP3Vol305:The Vines:Highly Evolved:Outtathaway_.mp3	305
