Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	311
Universe, Universe	Sundresses		the sundresses		Blues	6905230	287			1			9/3/04 10:34 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-01-Universe, Universe.mp3	311
My Favorite Fight	Sundresses		the sundresses		Blues	3788718	157			2			9/3/04 10:39 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-02-My Favorite Fight.mp3	311
The Most Evil Thing You Can Do	Sundresses		the sundresses		Blues	6305250	262			3			9/3/04 10:47 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-03-The Most Evil Thing You Can Do.mp3	311
Let's Ride Out On These Mark Ass Tricks	Sundresses		the sundresses		Blues	4227072	176			4			9/3/04 10:51 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-04-Let's Ride Out On These Mark Ass Tricks.mp3	311
Heater 5:00	Sundresses		the sundresses		Blues	4845109	201			5			9/3/04 10:58 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-05-Heater 5;00.mp3	311
The Sundresses Get Shot	Sundresses		the sundresses		Blues	8872564	369			6			9/3/04 11:05 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-06-The Sundresses Get Shot.mp3	311
The Sporting Life	Sundresses		the sundresses		Blues	2837652	118			7			9/3/04 11:07 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-07-The Sporting Life.mp3	311
Us, Asshole	Sundresses		the sundresses		Blues	4114726	171			8			9/3/04 11:09 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-08-Us, Asshole.mp3	311
The Sundresses Play Mecca	Sundresses		the sundresses		Blues	5510292	229			9			9/3/04 11:12 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-09-The Sundresses Play Mecca.mp3	311
Sailor  and School Girl	Sundresses		the sundresses		Blues	3689034	153			10			9/3/04 11:14 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-10-Sailor  and School Girl.mp3	311
JFKFC	Sundresses		the sundresses		Blues	5200584	216			11			9/3/04 11:16 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-11-JFKFC.mp3	311
I Get All The Pussy	Sundresses		the sundresses		Blues	4904669	204			12			9/3/04 11:18 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-12-I Get All The Pussy.mp3	311
The Hate Song	Sundresses		the sundresses		Blues	4989305	207			13			9/3/04 11:21 AM	9/9/04 11:39 AM	192	44100		MPEG audio file						MP3Vol311:Sundresses:Sundresses-13-The Hate Song.mp3	311
Experience Dedication	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	2871527	143	1	1	1	20	2000	8/31/04 7:30 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:01 Experience Dedication.mp3	311
Move Somethin'	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	3763340	188	1	1	2	20	2000	8/31/04 7:34 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:02 Move Somethin'.mp3	311
Some Kind Of Wonderful	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	3897618	194	1	1	3	20	2000	8/31/04 7:38 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:03 Some Kind Of Wonderful.mp3	311
The Blast	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	3744005	187	1	1	4	20	2000	8/31/04 7:42 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:04 The Blast.mp3	311
This Means You	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	5051177	252	1	1	5	20	2000	8/31/04 7:47 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:05 This Means You.mp3	311
Too Late	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	4122779	206	1	1	6	20	2000	8/31/04 7:51 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:06 Too Late.mp3	311
Memories Live	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	4774800	238	1	1	7	20	2000	8/31/04 7:56 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:07 Memories Live.mp3	311
Africa Dream	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	4992661	249	1	1	8	20	2000	8/31/04 8:01 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:08 Africa Dream.mp3	311
Down For The Count	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	4641581	231	1	1	9	20	2000	8/31/04 8:06 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:09 Down For The Count.mp3	311
Name Of The Game	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	2216894	110	1	1	10	20	2000	8/31/04 8:08 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:10 Name Of The Game.mp3	311
Ghetto Afterlife	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	3583098	179	1	1	11	20	2000	8/31/04 8:11 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:11 Ghetto Afterlife.mp3	311
On My Way	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	1391418	69	1	1	12	20	2000	8/31/04 8:13 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:12 On My Way.mp3	311
Love Language	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	6058458	302	1	1	13	20	2000	8/31/04 8:19 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:13 Love Language.mp3	311
Love Speakeasy	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	1972908	98	1	1	14	20	2000	8/31/04 8:21 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:14 Love Speakeasy.mp3	311
Soul Rebels	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	4861526	242	1	1	15	20	2000	8/31/04 8:26 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:15 Soul Rebels.mp3	311
Eternalists	Talib Kweli	T.K. Greene, T. Cottrell	Reflection Eternal		Hip Hop/Rap	4771665	238	1	1	16	20	2000	8/31/04 8:30 PM	9/9/04 11:39 AM	160	44100		MPEG audio file						MP3Vol311:talib kweli:Reflection Eternal:16 Eternalists.mp3	311
