Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	357
Broken Chord Can Sing a Little	A Silver Mt. Zion		He Has Left Us Alone But Shafts of Light Sometimes Grace the Corners of Our Rooms		Rock	16637786	519			1		2000	2/3/05 5:32 PM	2/21/05 12:27 PM	256	44100		MPEG audio file		Fuf Internal				MP3Vol357:A Silver Mt. Zion:2000 - he has left us alone but shafts of light sometimes grace the corners of our rooms:01 broken chord can sing a little.mp3	357
Sit in the Middle of Three Galloping Dogs	A Silver Mt. Zion		He Has Left Us Alone But Shafts of Light Sometimes Grace the Corners of Our Rooms		Rock	9877714	308			2		2000	2/3/05 5:37 PM	2/21/05 12:27 PM	256	44100		MPEG audio file		Fuf Internal				MP3Vol357:A Silver Mt. Zion:2000 - he has left us alone but shafts of light sometimes grace the corners of our rooms:02 sit in the middle of three galloping dogs.mp3	357
Stumble Then Rise on Some Awkward Morning	A Silver Mt. Zion		He Has Left Us Alone But Shafts of Light Sometimes Grace the Corners of Our Rooms		Rock	11673267	364			3		2000	2/3/05 5:42 PM	2/21/05 12:27 PM	256	44100		MPEG audio file		Fuf Internal				MP3Vol357:A Silver Mt. Zion:2000 - he has left us alone but shafts of light sometimes grace the corners of our rooms:03 stumble then rise on some awkward morning.mp3	357
Move (Never Made)	A Silver Mt. Zion		He Has Left Us Alone But Shafts of Light Sometimes Grace the Corners of Our Rooms		Rock	6505620	203			4		2000	2/3/05 5:44 PM	2/21/05 12:27 PM	256	44100		MPEG audio file		Fuf Internal				MP3Vol357:A Silver Mt. Zion:2000 - he has left us alone but shafts of light sometimes grace the corners of our rooms:04 move (never made).mp3	357
13 Angles Standing Guard 'Round the Side of Your Bed	A Silver Mt. Zion		He Has Left Us Alone But Shafts of Light Sometimes Grace the Corners of Our Rooms		Rock	14158452	442			5		2000	2/3/05 5:50 PM	2/21/05 12:27 PM	256	44100		MPEG audio file		Fuf Internal				MP3Vol357:A Silver Mt. Zion:2000 - he has left us alone but shafts of light sometimes grace the corners of our rooms:05 13 angles standing guard 'round the side of your bed.mp3	357
Long March Rocket or Doomed Airliner	A Silver Mt. Zion		He Has Left Us Alone But Shafts of Light Sometimes Grace the Corners of Our Rooms		Rock	181897	5			6		2000	2/3/05 5:50 PM	2/21/05 12:27 PM	256	44100		MPEG audio file		Fuf Internal				MP3Vol357:A Silver Mt. Zion:2000 - he has left us alone but shafts of light sometimes grace the corners of our rooms:06 long march rocket or doomed airliner.mp3	357
Blown-Out Joy from Heaven's Mercied Hole	A Silver Mt. Zion		He Has Left Us Alone But Shafts of Light Sometimes Grace the Corners of Our Rooms		Rock	18804486	587			7		2000	2/3/05 5:58 PM	2/21/05 12:27 PM	256	44100		MPEG audio file		Fuf Internal				MP3Vol357:A Silver Mt. Zion:2000 - he has left us alone but shafts of light sometimes grace the corners of our rooms:07 blown-out joy from heaven's mercied hole.mp3	357
For Wanda	A Silver Mt. Zion		He Has Left Us Alone But Shafts of Light Sometimes Grace the Corners of Our Rooms		Rock	12750766	398			8		2000	2/3/05 6:03 PM	2/21/05 12:27 PM	256	44100		MPEG audio file		Fuf Internal				MP3Vol357:A Silver Mt. Zion:2000 - he has left us alone but shafts of light sometimes grace the corners of our rooms:08 for wanda.mp3	357
Hope There's Someone	Antony And The Johnsons		I am a Bird Now		Alternative & Punk	4202727	261			1	10	2005	2/10/05 10:52 AM	2/21/05 12:27 PM	128	44100		AAC audio file						MP3Vol357:Antony And The Johnsons:I am a Bird Now:01 Hope There's Someone.m4a	357
My Lady Story	Antony And The Johnsons		I am a Bird Now		Alternative & Punk	3447672	213			2	10	2005	2/10/05 10:53 AM	2/21/05 12:27 PM	128	44100		AAC audio file						MP3Vol357:Antony And The Johnsons:I am a Bird Now:02 My Lady Story.m4a	357
For Today I am a Boy	Antony And The Johnsons		I am a Bird Now		Alternative & Punk	2536294	156			3	10	2005	2/10/05 10:53 AM	2/21/05 12:27 PM	128	44100		AAC audio file						MP3Vol357:Antony And The Johnsons:I am a Bird Now:03 For Today I am a Boy.m4a	357
Man is the Baby	Antony And The Johnsons		I am a Bird Now		Alternative & Punk	4024053	249			4	10	2005	2/10/05 10:54 AM	2/21/05 12:27 PM	128	44100		AAC audio file						MP3Vol357:Antony And The Johnsons:I am a Bird Now:04 Man is the Baby.m4a	357
You Are My Sister	Antony And The Johnsons		I am a Bird Now		Alternative & Punk	3856355	239			5	10	2005	2/10/05 10:55 AM	2/21/05 12:27 PM	128	44100		AAC audio file						MP3Vol357:Antony And The Johnsons:I am a Bird Now:05 You Are My Sister.m4a	357
What Can I Do?	Antony And The Johnsons		I am a Bird Now		Alternative & Punk	1644754	100			6	10	2005	2/10/05 10:56 AM	2/21/05 12:27 PM	128	44100		AAC audio file						MP3Vol357:Antony And The Johnsons:I am a Bird Now:06 What Can I Do_.m4a	357
Fistful of Love	Antony And The Johnsons		I am a Bird Now		Alternative & Punk	5655627	351			7	10	2005	2/10/05 10:56 AM	2/21/05 12:27 PM	128	44100		AAC audio file						MP3Vol357:Antony And The Johnsons:I am a Bird Now:07 Fistful of Love.m4a	357
Spiralling	Antony And The Johnsons		I am a Bird Now		Alternative & Punk	4271156	265			8	10	2005	2/10/05 10:57 AM	2/21/05 12:27 PM	128	44100		AAC audio file						MP3Vol357:Antony And The Johnsons:I am a Bird Now:08 Spiralling.m4a	357
Free at Last	Antony And The Johnsons		I am a Bird Now		Alternative & Punk	1574851	96			9	10	2005	2/10/05 10:57 AM	2/21/05 12:27 PM	128	44100		AAC audio file						MP3Vol357:Antony And The Johnsons:I am a Bird Now:09 Free at Last.m4a	357
Bird Guhl	Antony And The Johnsons		I am a Bird Now		Alternative & Punk	3162527	194			10	10	2005	2/10/05 10:58 AM	2/21/05 12:27 PM	128	44100		AAC audio file						MP3Vol357:Antony And The Johnsons:I am a Bird Now:10 Bird Guhl.m4a	357
tempest	Lisa Gerrard- Pieter Bourke		Insider Soundtrack		Soundtrack	3427875	171			1	20		2/8/05 2:12 PM	2/21/05 12:27 PM	160	44100		MPEG audio file						MP3Vol357:bellydance:01 tempest.mp3	357
02-Spanish Arabic - Shakira Featuring Amr Diab - Ojos Asi 1	Shakira					3787657	236						2/8/05 2:14 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:bellydance:02-Spanish Arabic - Shakira Featuring Amr Diab - Ojos Asi 1.mp3	357
To bouzouki mou ehei kefia	Baggelis Perpiniadis		COOL GREEK MP3		Pop	2694710	168					1999	2/8/05 2:15 PM	2/21/05 12:27 PM	128	44100		MPEG audio file		http://listen.to/greek_mp3				MP3Vol357:bellydance:03-To bouzouki mou ehei kefia.mp3	357
Comfort Eagle	Cake		Comfort Eagle		Alternative & Punk	4407542	220			7	11		2/8/05 2:17 PM	2/21/05 12:27 PM	160	44100		MPEG audio file						MP3Vol357:bellydance:04- Comfort Eagle.mp3	357
Morocco-Chalf Hassan-Lahssa,Ta	Best of Belly dance		Belly Dancing		Belly Dancing	5453958	340					2000	2/8/05 2:19 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:bellydance:05-Morocco-Chalf Hassan-Lahssa,Ta.mp3	357
Enjoy	Bjork		Post		Avant Rock	5689420	236			5			2/8/05 2:21 PM	2/21/05 12:27 PM	192	44100	80	MPEG audio file						MP3Vol357:bellydance:06 Enjoy.mp3	357
Track 12	Hotel Costes		Hotel Costes Volume 3		Children's Music (hahaha)	5623936	234						2/8/05 2:25 PM	2/21/05 12:27 PM	192	44100		MPEG audio file		Wimpy Electronic				MP3Vol357:bellydance:07 - Nickodemus?In New York.mp3	357
Eygpt-Mostafa Sax-Alfrah Balad	Best of Belly dance		Belly Dancing		Belly Dancing	6798104	424					2000	2/8/05 2:29 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:bellydance:08-Eygpt-Mostafa Sax-Alfrah Balad.mp3	357
09-Arabic Bellydance Tabla	Best of Belly dance		Belly Dancing		Belly Dancing	7198926	359						2/8/05 2:31 PM	2/21/05 12:27 PM	160	44100		MPEG audio file						MP3Vol357:bellydance:09-Arabic Bellydance Tabla.mp3	357
13 - Pronoia - Janine	Pronoia		DJ-Kicks		Instrumental	8809663	220					1999	2/8/05 2:35 PM	2/21/05 12:27 PM	320	44100		MPEG audio file						MP3Vol357:bellydance:10-Pronoia - Janine.mp3	357
Hernand	The Johnson Brothers		Snatch - Soundtrack		Soundtrack	2392526	149					2000	2/8/05 2:36 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:bellydance:11-Hernand.mp3	357
Tiny Dancer	Elton John					6017465	376						2/8/05 2:38 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:bellydance:12-Tiny Dancer.mp3	357
'Round Midnight	Bill Evans	Bernie Hanighen/Cootie Williams/Thelonious Monk	Conversations with Myself		Jazz	6328285	395			1		1963	2/9/05 2:01 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans:Conversations with Myself:01 'Round Midnight.mp3	357
How About You?	Bill Evans	Burton Lane/Ralph Freed	Conversations with Myself		Jazz	2719150	169			2		1963	2/9/05 2:02 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans:Conversations with Myself:02 How About You-.mp3	357
Spartacus Love Theme	Bill Evans	Alex North	Conversations with Myself		Jazz	4971784	310			3		1963	2/9/05 2:03 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans:Conversations with Myself:03 Spartacus Love Theme.mp3	357
Blue Monk	Bill Evans	Thelonious Monk	Conversations with Myself		Jazz	4378810	273			4		1963	2/9/05 2:04 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans:Conversations with Myself:04 Blue Monk.mp3	357
Stella by Starlight	Bill Evans	Ned Washington/Victor Young	Conversations with Myself		Jazz	4680718	292			5		1963	2/9/05 2:06 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans:Conversations with Myself:05 Stella by Starlight.mp3	357
Hey There	Bill Evans	Jerry Ross/Richard Adler	Conversations with Myself		Jazz	4342948	271			6		1963	2/9/05 2:07 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans:Conversations with Myself:06 Hey There.mp3	357
N.Y.C.'s No Lark	Bill Evans	Bill Evans	Conversations with Myself		Jazz	5384197	336			7		1963	2/9/05 2:08 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans:Conversations with Myself:07 N.Y.C.'s No Lark.mp3	357
Just You, Just Me	Bill Evans	Jesse Greer/Raymond Klages	Conversations with Myself		Jazz	2516488	156			8		1963	2/9/05 2:09 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans:Conversations with Myself:08 Just You, Just Me.mp3	357
Bemsha Swing	Bill Evans	Denzil Best/Thelonious Monk	Conversations with Myself		Jazz	2833825	176			9		1963	2/9/05 2:10 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans:Conversations with Myself:09 Bemsha Swing.mp3	357
A Sleepin' Bee	Bill Evans	Harold Arlen/Truman Capote	Conversations with Myself		Jazz	4001842	249			10		1963	2/9/05 2:11 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans:Conversations with Myself:10 A Sleepin' Bee.mp3	357
My Funny Valentine [Alternate Take]	Bill Evans/Jim Hall	Lorenz Hart/Richard Rodgers	Undercurrent		Jazz	6636031	414			1		1963	2/9/05 1:48 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans and Jim Hall:Undercurrent:01 My Funny Valentine [Alternate Take].mp3	357
My Funny Valentine	Bill Evans/Jim Hall	Lorenz Hart/Richard Rodgers	Undercurrent		Jazz	5140252	320			2		1963	2/9/05 1:49 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans and Jim Hall:Undercurrent:02 My Funny Valentine.mp3	357
I Hear a Rhapsody	Bill Evans/Jim Hall	Dick Gasparre/George Fragos/Jack Baker	Undercurrent		Jazz	4445947	277			3		1963	2/9/05 1:50 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans and Jim Hall:Undercurrent:03 I Hear a Rhapsody.mp3	357
Dream Gypsy	Bill Evans/Jim Hall	Judith Veevers	Undercurrent		Jazz	4375057	273			4		1963	2/9/05 1:51 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans and Jim Hall:Undercurrent:04 Dream Gypsy.mp3	357
Stairway to the Stars	Bill Evans/Jim Hall	Frank Signorelli/Matty Malneck/Mitchell Parish	Undercurrent		Jazz	5418391	338			5		1963	2/9/05 1:53 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans and Jim Hall:Undercurrent:05 Stairway to the Stars.mp3	357
I'm Getting Sentimental over You	Bill Evans/Jim Hall	George Bassman/Ned Washington	Undercurrent		Jazz	4066060	253			6		1963	2/9/05 1:54 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans and Jim Hall:Undercurrent:06 I'm Getting Sentimental over You.mp3	357
Romain	Bill Evans/Jim Hall	Jim Hall	Undercurrent		Jazz	5136916	320			7		1963	2/9/05 1:55 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans and Jim Hall:Undercurrent:07 Romain.mp3	357
Romain [Alternate Take]	Bill Evans/Jim Hall	Jim Hall	Undercurrent		Jazz	5206972	325			8		1963	2/9/05 1:57 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans and Jim Hall:Undercurrent:08 Romain [Alternate Take].mp3	357
Skating in Central Park	Bill Evans/Jim Hall	John Lewis	Undercurrent		Jazz	5128576	320			9		1963	2/9/05 1:58 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans and Jim Hall:Undercurrent:09 Skating in Central Park.mp3	357
Darn That Dream	Bill Evans/Jim Hall	Eddie DeLange/Jimmy Van Heusen	Undercurrent		Jazz	4882546	304			10		1963	2/9/05 1:59 PM	2/21/05 12:27 PM	128	44100		MPEG audio file						MP3Vol357:Bill Evans and Jim Hall:Undercurrent:10 Darn That Dream.mp3	357
Strange	Built To Spill		Ancient Melodies of the Future		Alternative & Punk	4853928	239			1	10	2001	2/1/05 9:53 PM	2/21/05 12:27 PM	160	44100		MPEG audio file						MP3Vol357:Built To Spill:Ancient Melodies of the Future:01 Strange.mp3	357
The Host	Built To Spill		Ancient Melodies of the Future		Alternative & Punk	4768770	235			2	10	2001	2/1/05 9:54 PM	2/21/05 12:27 PM	160	44100		MPEG audio file						MP3Vol357:Built To Spill:Ancient Melodies of the Future:02 The Host.mp3	357
In Your Mind	Built To Spill		Ancient Melodies of the Future		Alternative & Punk	4586439	226			3	10	2001	2/1/05 9:55 PM	2/21/05 12:27 PM	160	44100		MPEG audio file						MP3Vol357:Built To Spill:Ancient Melodies of the Future:03 In Your Mind.mp3	357
Alarmed	Built To Spill		Ancient Melodies of the Future		Alternative & Punk	6195054	306			4	10	2001	2/1/05 9:56 PM	2/21/05 12:27 PM	160	44100		MPEG audio file						MP3Vol357:Built To Spill:Ancient Melodies of the Future:04 Alarmed.mp3	357
Trimmed and Burning	Built To Spill		Ancient Melodies of the Future		Alternative & Punk	5248389	259			5	10	2001	2/1/05 9:57 PM	2/21/05 12:27 PM	160	44100		MPEG audio file						MP3Vol357:Built To Spill:Ancient Melodies of the Future:05 Trimmed and Burning.mp3	357
Happiness	Built To Spill		Ancient Melodies of the Future		Alternative & Punk	4474632	220			6	10	2001	2/1/05 9:57 PM	2/21/05 12:27 PM	160	44100		MPEG audio file						MP3Vol357:Built To Spill:Ancient Melodies of the Future:06 Happiness.mp3	357
Don't Try	Built To Spill		Ancient Melodies of the Future		Alternative & Punk	3997114	196			7	10	2001	2/1/05 9:58 PM	2/21/05 12:27 PM	160	44100		MPEG audio file						MP3Vol357:Built To Spill:Ancient Melodies of the Future:07 Don't Try.mp3	357
