Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	300
Light My Fire	Pearl Jam		(live)		Rock	8063814	503						8/4/04 10:24 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:(live):Light My Fire 1.mp3	300
Light My Fire	Pearl Jam		(live)		Rock	8063814	503						8/4/04 10:27 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:(live):Light My Fire.mp3	300
Pearl Jam - American Pie (live)	Pearl Jam		(live)		Rock	594883	37						8/4/04 10:27 PM	8/6/04 2:35 PM	128	44100		MPEG audio file		http://jwardell.syr.edu/pjmp3/				MP3Vol300:Pearl Jam:(live):Pearl Jam - American Pie (live).mp3	300
Alive	Pearl Jam		Alive [single]		Grunge	5465267	341					1991	8/4/04 10:29 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:Alive [single]:Alive.mp3	300
Once	Pearl Jam		Alive [single]		Grunge	3709287	231					1991	8/4/04 10:31 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:Alive [single]:Once.mp3	300
Wash	Pearl Jam		Alive [single]		Grunge	3420743	213					1991	8/4/04 10:32 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:Alive [single]:Wash.mp3	300
Alone	Pearl Jam		Go [single]		Grunge	3433659	214					1993	8/4/04 10:34 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:Go [single]:Alone.mp3	300
Elderly Woman Behind the ...	Pearl Jam		Go [single]		Grunge	3194316	199					1993	8/4/04 10:35 PM	8/6/04 2:35 PM	128	44100		MPEG audio file		Acoustic Version				MP3Vol300:Pearl Jam:Go [single]:Elderly Woman Behind the ....mp3	300
Go	Pearl Jam		Go [single]		Grunge	3123816	195					1993	8/4/04 10:36 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:Go [single]:Go.mp3	300
Footsteps	Pearl Jam		Jeremy [single]		Grunge	3768941	235					1992	8/4/04 10:37 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:Jeremy [single]:Footsteps.mp3	300
Jeremy	Pearl Jam		Jeremy [single]		Grunge	4651715	290					1992	8/4/04 10:39 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:Jeremy [single]:Jeremy.mp3	300
Yellow Ledbetter	Pearl Jam		Jeremy [single]		Grunge	4876491	304					1992	8/4/04 10:41 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:Jeremy [single]:Yellow Ledbetter.mp3	300
Not For You	Pearl Jam		Not For You [single]		Grunge	5609139	350					1995	8/4/04 10:43 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:Not For You [single]:Not For You.mp3	300
Out of My Mind	Pearl Jam		Not For You [single]		Grunge	4425677	276					1995	8/4/04 10:45 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:Not For You [single]:Out of My Mind.mp3	300
Alive (live)	Pearl Jam		Oceans [single]		Grunge	5516992	344					1992	8/4/04 10:47 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:Oceans [single]:Alive (live).mp3	300
Deep (live)	Pearl Jam		Oceans [single]		Grunge	4224713	264					1992	8/4/04 10:48 PM	8/6/04 2:35 PM	128	44100		MPEG audio file						MP3Vol300:Pearl Jam:Oceans [single]:Deep (live).mp3	300
