Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	302
Time Is On My Side	Rolling Stones		Hot Rocks 1964-1971 (Disc 1)		Rock & Roll	4340464	180			1	12	1971	7/15/04 1:38 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 1):01 Time Is On My Side.mp3	302
Heart Of Stone	Rolling Stones		Hot Rocks 1964-1971 (Disc 1)		Rock & Roll	3990005	166			2	12	1971	7/15/04 1:37 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 1):02 Heart Of Stone.mp3	302
Play With Fire	Rolling Stones		Hot Rocks 1964-1971 (Disc 1)		Rock & Roll	3231409	134			3	12	1971	7/15/04 1:46 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 1):03 Play With Fire.mp3	302
As Tears Go By	Rolling Stones		Hot Rocks 1964-1971 (Disc 1)		Rock & Roll	4007559	166			5	12	1971	7/15/04 1:48 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 1):05 As Tears Go By.mp3	302
Get Off Of My Cloud	Rolling Stones		Hot Rocks 1964-1971 (Disc 1)		Rock & Roll	4261470	177			6	12	1971	7/15/04 1:57 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 1):06 Get Off Of My Cloud.mp3	302
Mother's Little Helper	Rolling Stones		Hot Rocks 1964-1971 (Disc 1)		Rock & Roll	4073388	169			7	12	1971	7/15/04 1:58 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 1):07 Mother's Little Helper.mp3	302
19th Nervous Breakdown	Rolling Stones		Hot Rocks 1964-1971 (Disc 1)		Rock & Roll	5759853	239			8	12	1971	7/15/04 2:12 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 1):08 19th Nervous Breakdown.mp3	302
Paint It Black	Rolling Stones		Hot Rocks 1964-1971 (Disc 1)		Rock & Roll	5477731	228			9	12	1971	7/15/04 2:12 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 1):09 Paint It Black.mp3	302
Under My Thumb	Rolling Stones		Hot Rocks 1964-1971 (Disc 1)		Rock & Roll	5374913	223			10	12	1971	7/15/04 2:25 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 1):10 Under My Thumb.mp3	302
Ruby Tuesday	Rolling Stones		Hot Rocks 1964-1971 (Disc 1)		Rock & Roll	4811922	200			11	12	1971	7/15/04 2:25 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 1):11 Ruby Tuesday.mp3	302
Let's Spend The Night Together	Rolling Stones		Hot Rocks 1964-1971 (Disc 1)		Rock & Roll	5250152	218			12	12	1971	7/15/04 2:40 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 1):12 Let's Spend The Night Together.mp3	302
Jumping Jack Flash	Rolling Stones		Hot Rocks 1964-1971 (Disc 2)		Rock & Roll	5359488	223			1	9	1971	7/15/04 2:41 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 2):01 Jumping Jack Flash.mp3	302
Street Fighting Man	Rolling Stones		Hot Rocks 1964-1971 (Disc 2)		Rock & Roll	4765568	198			2	9	1971	7/15/04 2:52 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 2):02 Street Fighting Man.mp3	302
Sympathy for the Devil	Rolling Stones		Hot Rocks 1964-1971 (Disc 2)		Rock & Roll	9312128	387			3	9	1971	7/15/04 3:04 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 2):03 Sympathy for the Devil.mp3	302
Honky Tonk Women	Rolling Stones		Hot Rocks 1964-1971 (Disc 2)		Rock & Roll	4409216	183			4	9	1971	7/15/04 3:03 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 2):04 Honky Tonk Women.mp3	302
Gimme Shelter	Rolling Stones		Hot Rocks 1964-1971 (Disc 2)		Rock & Roll	6647680	276			5	9	1971	7/15/04 3:20 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 2):05 Gimme Shelter.mp3	302
Midnight Rambler	Rolling Stones		Hot Rocks 1964-1971 (Disc 2)		Rock & Roll	13248384	551			6	9	1971	7/15/04 3:37 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 2):06 Midnight Rambler.mp3	302
You Can't Always Get What You Want	Rolling Stones		Hot Rocks 1964-1971 (Disc 2)		Rock & Roll	10880896	453			7	9	1971	7/15/04 3:47 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 2):07 You Can't Always Get What You Wan.mp3	302
Brown Sugar	Rolling Stones		Hot Rocks 1964-1971 (Disc 2)		Rock & Roll	5562240	231			8	9	1971	7/15/04 3:51 PM	8/6/04 2:54 PM	192	44100		MPEG audio file						MP3Vol302:Rolling Stones:Hot Rocks 1964-1971 (Disc 2):08 Brown Sugar.mp3	302
