Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	309
III	Melvins + Lustmord	King Buzzo & B. Lustmord	Pigs of the Roman Empire		Alternative & Punk	4325608	180	1	1	1	9	2004	9/6/04 9:26 PM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Melvins + Lustmord:Pigs of the Roman Empire:melvins_lustmord_-_01_-_III.mp3	309
The Bloated Pope	Melvins + Lustmord	King Buzzo & B. Lustmord	Pigs of the Roman Empire		Alternative & Punk	5407091	225	1	1	2	9	2004	9/6/04 9:28 PM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Melvins + Lustmord:Pigs of the Roman Empire:melvins_lustmord_-_02_-_The Bloated Pope.mp3	309
Toadi Acceleratio	Melvins + Lustmord	King Buzzo & B. Lustmord	Pigs of the Roman Empire		Alternative & Punk	4939395	205	1	1	3	9	2004	9/6/04 9:30 PM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Melvins + Lustmord:Pigs of the Roman Empire:melvins_lustmord_-_03_-_Toadi Acceleratio.mp3	309
Pigs of the Roman Empire	Melvins + Lustmord	King Buzzo & B. Lustmord	Pigs of the Roman Empire		Alternative & Punk	32400575	1349	1	1	4	9	2004	9/6/04 9:42 PM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Melvins + Lustmord:Pigs of the Roman Empire:melvins_lustmord_-_04_-_Pigs of the Roman Empire.mp3	309
Pink Bat	Melvins + Lustmord	King Buzzo & B. Lustmord	Pigs of the Roman Empire		Alternative & Punk	9433910	392	1	1	5	9	2004	9/6/04 9:46 PM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Melvins + Lustmord:Pigs of the Roman Empire:melvins_lustmord_-_05_-_Pink Bat.mp3	309
ZZZZ Best	Melvins + Lustmord	King Buzzo & B. Lustmord	Pigs of the Roman Empire		Alternative & Punk	2871116	119	1	1	6	9	2004	9/6/04 9:47 PM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Melvins + Lustmord:Pigs of the Roman Empire:melvins_lustmord_-_06_-_ZZZZ Best.mp3	309
Safety Third	Melvins + Lustmord	King Buzzo & B. Lustmord	Pigs of the Roman Empire		Alternative & Punk	8914182	371	1	1	7	9	2004	9/6/04 9:51 PM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Melvins + Lustmord:Pigs of the Roman Empire:melvins_lustmord_-_07_-_Safety Third.mp3	309
Idolatrous Apostate	Melvins + Lustmord	King Buzzo & B. Lustmord	Pigs of the Roman Empire		Alternative & Punk	9760557	406	1	1	8	9	2004	9/6/04 9:54 PM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Melvins + Lustmord:Pigs of the Roman Empire:melvins_lustmord_-_08_-_Idolatrous Apostate.mp3	309
Untitled	Melvins + Lustmord	King Buzzo & B. Lustmord	Pigs of the Roman Empire		Alternative & Punk	8346799	347	1	1	9	9	2004	9/6/04 9:58 PM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Melvins + Lustmord:Pigs of the Roman Empire:melvins_lustmord_-_09_-_Untitled.mp3	309
No "W"	Ministry		Houses of the Molé 		Industrial	4904977	204					2004	9/9/04 10:23 AM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Ministry:Houses of the Molé:0 No "W".mp3	309
Track 23 (Unlisted)	Ministry		Houses of the Molé 		Industrial	8187001	341					2004	9/9/04 10:23 AM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Ministry:Houses of the Molé:0 Track 23 (Unlisted).mp3	309
Track 69 (Unlisted)	Ministry		Houses of the Molé		Industrial	3976736	165					2004	9/9/04 10:23 AM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Ministry:Houses of the Molé:0 Track 69 (Unlisted).mp3	309
Waiting	Ministry		Houses of the Molé		Industrial	7261896	302					2004	9/9/04 10:23 AM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Ministry:Houses of the Molé:0 Waiting.mp3	309
Warp City	Ministry		Houses of the Molé		Industrial	5793605	241					2004	9/9/04 10:23 AM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Ministry:Houses of the Molé:0 Warp City.mp3	309
WKYJ	Ministry		Houses of the Molé		Industrial	7543391	314					2004	9/9/04 10:23 AM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Ministry:Houses of the Molé:0 WKYJ.mp3	309
World	Ministry		Houses of the Molé		Industrial	7523329	313					2004	9/9/04 10:23 AM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Ministry:Houses of the Molé:0 World.mp3	309
Worm	Ministry		Houses of the Molé		Industrial	13217814	550					2004	9/9/04 10:23 AM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Ministry:Houses of the Molé:0 Worm.mp3	309
Worthless	Ministry		Houses of the Molé		Industrial	5993598	249					2004	9/9/04 10:23 AM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Ministry:Houses of the Molé:0 Worthless.mp3	309
Wrong	Ministry		Houses of the Molé		Industrial	7072560	294					2004	9/9/04 10:23 AM	9/9/04 11:11 AM	192	44100		MPEG audio file						MP3Vol309:Ministry:Houses of the Molé:0 Wrong.mp3	309
