Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	320
I Still Love You Julie	Against Me!		Crime As Forgiven By...		Folk	3773228	188	1	1	1	6	2001	10/17/04 10:41 PM	10/18/04 12:50 PM	160	44100		MPEG audio file						MP3Vol320:against me:Crime As Forgiven By...:01 I Still Love You Julie.mp3	320
What We Worked For	Against Me!		Crime As Forgiven By...		Folk	3764864	188	1	1	2	6	2001	10/17/04 10:45 PM	10/18/04 12:50 PM	160	44100		MPEG audio file						MP3Vol320:against me:Crime As Forgiven By...:02 What We Worked For.mp3	320
Yall Dont Wanna Step To Dis	Against Me!		Crime As Forgiven By...		Folk	3730392	186	1	1	3	6	2001	10/17/04 10:48 PM	10/18/04 12:50 PM	160	44100		MPEG audio file						MP3Vol320:against me:Crime As Forgiven By...:03 Yall Dont Wanna Step To Dis.mp3	320
Walking Is Still Honest	Against Me!		Crime As Forgiven By...		Folk	3872494	193	1	1	4	6	2001	10/17/04 10:52 PM	10/18/04 12:50 PM	160	44100		MPEG audio file						MP3Vol320:against me:Crime As Forgiven By...:04 Walking Is Still Honest.mp3	320
Impact	Against Me!		Crime As Forgiven By...		Folk	2928934	146	1	1	5	6	2001	10/17/04 10:55 PM	10/18/04 12:50 PM	160	44100		MPEG audio file						MP3Vol320:against me:Crime As Forgiven By...:05 Impact.mp3	320
Burn	Against Me!		Crime As Forgiven By...		Folk	3781037	188			6	6	2001	10/17/04 10:59 PM	10/18/04 12:50 PM	160	44100		MPEG audio file						MP3Vol320:against me:Crime As Forgiven By...:06 Burn.mp3	320
Disco Before The Breakdown	Against Me!		Disco Before The Breakdown		Gospel & Religious	3726763	186	1	1	1	3	2002	10/17/04 10:27 PM	10/18/04 12:50 PM	160	44100		MPEG audio file						MP3Vol320:against me:Disco Before The Breakdown:01 Disco Before The Breakdown.mp3	320
Tonight We Are Gonna Give 35%	Against Me!		Disco Before The Breakdown		Gospel & Religious	4108676	205	1	1	2	3	2002	10/17/04 10:31 PM	10/18/04 12:50 PM	160	44100		MPEG audio file						MP3Vol320:against me:Disco Before The Breakdown:02 Tonight We Are Gonna Give 35%.mp3	320
Beginning In An Ending	Against Me!		Disco Before The Breakdown		Gospel & Religious	2915395	145	1	1	3	3	2002	10/17/04 10:34 PM	10/18/04 12:50 PM	160	44100		MPEG audio file						MP3Vol320:against me:Disco Before The Breakdown:03 Beginning In An Ending.mp3	320
Pints of Guinness Make You Strong	Against Me!		Reinventing Axl Rose		Rock	3253934	162	1	1	1	11	2002	10/17/04 2:25 PM	10/18/04 12:50 PM	160	44100		MPEG audio file						MP3Vol320:against me:Reinventing Axl Rose:01 Pints of Guinness Make You Strong.mp3	320
The Politics of Starving	Against Me!		Reinventing Axl Rose		Rock	3767493	188	1	1	2	11	2002	10/17/04 2:29 PM	10/18/04 12:50 PM	160	44100		MPEG audio file						MP3Vol320:against me:Reinventing Axl Rose:02 The Politics of Starving.mp3	320
We Laugh at Danger and Break All the Rules	Against Me!		Reinventing Axl Rose		Rock	3991119	199	1	1	3	11	2002	10/17/04 2:33 PM	10/18/04 12:50 PM	160	44100		MPEG audio file						MP3Vol320:against me:Reinventing Axl Rose:03 We Laugh at Danger and Break All the Rules.mp3	320
