Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	298
Bridges and Balloons	Joanna Newsom		The Milk-Eyed Mender		Indie	5343515	222			1		2004	7/18/04 1:08 PM	8/6/04 2:12 PM	192	44100		MPEG audio file		d i s s i d e n t  2004				MP3Vol298:Joanna Newsom - The Milk-Eyed Mender:01 - Bridges and Balloons.mp3	298
Sprout and the Bean	Joanna Newsom		The Milk-Eyed Mender		Indie	6552252	272			2		2004	7/18/04 1:12 PM	8/6/04 2:12 PM	192	44100		MPEG audio file		d i s s i d e n t  2004				MP3Vol298:Joanna Newsom - The Milk-Eyed Mender:02 - Sprout and the Bean.mp3	298
The Book of Right-on	Joanna Newsom		The Milk-Eyed Mender		Indie	6478274	269			3		2004	7/18/04 12:29 PM	8/6/04 2:12 PM	192	44100		MPEG audio file		d i s s i d e n t  2004				MP3Vol298:Joanna Newsom - The Milk-Eyed Mender:03 - The Book of Right-on.mp3	298
Sadie	Joanna Newsom		The Milk-Eyed Mender		Indie	8690726	362			4		2004	7/18/04 12:34 PM	8/6/04 2:12 PM	192	44100		MPEG audio file		d i s s i d e n t  2004				MP3Vol298:Joanna Newsom - The Milk-Eyed Mender:04 - Sadie.mp3	298
Inflammatory Writ	Joanna Newsom		The Milk-Eyed Mender		Indie	4101546	170			5		2004	7/18/04 12:37 PM	8/6/04 2:12 PM	192	44100		MPEG audio file		d i s s i d e n t  2004				MP3Vol298:Joanna Newsom - The Milk-Eyed Mender:05 - Inflammatory Writ.mp3	298
This Side of the Blue	Joanna Newsom		The Milk-Eyed Mender		Indie	7717106	321			6		2004	7/18/04 12:41 PM	8/6/04 2:12 PM	192	44100		MPEG audio file		d i s s i d e n t  2004				MP3Vol298:Joanna Newsom - The Milk-Eyed Mender:06 - This Side of the Blue.mp3	298
"En Gallop"	Joanna Newsom		The Milk-Eyed Mender		Indie	7382936	307			7		2004	7/18/04 12:46 PM	8/6/04 2:12 PM	192	44100		MPEG audio file		d i s s i d e n t  2004				MP3Vol298:Joanna Newsom - The Milk-Eyed Mender:07 - ''En Gallop''.mp3	298
Cassiopeia	Joanna Newsom		The Milk-Eyed Mender		Indie	4813115	200			8		2004	7/18/04 12:49 PM	8/6/04 2:12 PM	192	44100		MPEG audio file		d i s s i d e n t  2004				MP3Vol298:Joanna Newsom - The Milk-Eyed Mender:08 - Cassiopeia.mp3	298
Peach, Plum, Pear	Joanna Newsom		The Milk-Eyed Mender		Indie	5138503	214			9		2004	7/18/04 12:53 PM	8/6/04 2:12 PM	192	44100		MPEG audio file		d i s s i d e n t  2004				MP3Vol298:Joanna Newsom - The Milk-Eyed Mender:09 - Peach, Plum, Pear.mp3	298
Swansea	Joanna Newsom		The Milk-Eyed Mender		Indie	7340929	305			10		2004	7/18/04 12:57 PM	8/6/04 2:12 PM	192	44100		MPEG audio file		d i s s i d e n t  2004				MP3Vol298:Joanna Newsom - The Milk-Eyed Mender:10 - Swansea.mp3	298
Three Little Babes	Joanna Newsom		The Milk-Eyed Mender		Indie	5352290	222			11		2004	7/18/04 1:01 PM	8/6/04 2:12 PM	192	44100		MPEG audio file		d i s s i d e n t  2004				MP3Vol298:Joanna Newsom - The Milk-Eyed Mender:11 - Three Little Babes.mp3	298
Clam, Crab, Cockle, Cowrie	Joanna Newsom		The Milk-Eyed Mender		Indie	6272017	261			12		2004	7/18/04 1:05 PM	8/6/04 2:12 PM	192	44100		MPEG audio file		d i s s i d e n t  2004				MP3Vol298:Joanna Newsom - The Milk-Eyed Mender:12 - Clam, Crab, Cockle, Cowrie.mp3	298
The Big Gundown	John Zorn	Morricone	Big Gundown - Zorn plays Ennio Morricone		Jazz	8918336	445			1	10	1985	7/15/04 12:16 PM	8/6/04 2:12 PM	160	44100		MPEG audio file						MP3Vol298:John Zorn:Big Gundown - Zorn plays Ennio Morricone:01 The Big Gundown.mp3	298
Peur Sur La Ville	John Zorn	Morricone	Big Gundown - Zorn plays Ennio Morricone		Jazz	5126926	256			2	10	1985	7/15/04 12:08 PM	8/6/04 2:12 PM	160	44100		MPEG audio file						MP3Vol298:John Zorn:Big Gundown - Zorn plays Ennio Morricone:02 Peur Sur La Ville.mp3	298
Poverty (Once Upon A Time In America)	John Zorn	Morricone	Big Gundown - Zorn plays Ennio Morricone		Jazz	4584644	229			3	10	1985	7/15/04 12:19 PM	8/6/04 2:12 PM	160	44100		MPEG audio file						MP3Vol298:John Zorn:Big Gundown - Zorn plays Ennio Morricone:03 Poverty (Once Upon A Time In Amer.mp3	298
Milano Odea	John Zorn	Morricone	Big Gundown - Zorn plays Ennio Morricone		Jazz	3673989	183			4	10	1985	7/15/04 12:25 PM	8/6/04 2:12 PM	160	44100		MPEG audio file						MP3Vol298:John Zorn:Big Gundown - Zorn plays Ennio Morricone:04 Milano Odea.mp3	298
Erotico (The Burglars)	John Zorn	Morricone	Big Gundown - Zorn plays Ennio Morricone		Jazz	5342180	266			5	10	1985	7/15/04 12:33 PM	8/6/04 2:12 PM	160	44100		MPEG audio file						MP3Vol298:John Zorn:Big Gundown - Zorn plays Ennio Morricone:05 Erotico (The Burglars).mp3	298
Battle Of Algiers	John Zorn	Morricone	Big Gundown - Zorn plays Ennio Morricone		Jazz	4615971	230			6	10	1985	7/15/04 12:36 PM	8/6/04 2:12 PM	160	44100		MPEG audio file						MP3Vol298:John Zorn:Big Gundown - Zorn plays Ennio Morricone:06 Battle Of Algiers.mp3	298
Giù La Testa (Duck, You Sucker!)	John Zorn	Morricone	Big Gundown - Zorn plays Ennio Morricone		Jazz	7326974	366			7	10	1985	7/15/04 1:12 PM	8/6/04 2:12 PM	160	44100		MPEG audio file						MP3Vol298:John Zorn:Big Gundown - Zorn plays Ennio Morricone:07 Giu La Testa (Duck, You Sucker!).mp3	298
Metamorfosi (La Classe Operaia Va In Paradiso)	John Zorn	Morricone	Big Gundown - Zorn plays Ennio Morricone		Jazz	5543869	277			8	10	1985	7/15/04 12:48 PM	8/6/04 2:12 PM	160	44100		MPEG audio file						MP3Vol298:John Zorn:Big Gundown - Zorn plays Ennio Morricone:08 Metamorfosi (La Classe Operaia Va.mp3	298
