Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	324
Epitaph (including March For No Reason and Tomorrow And Tomorrow)	King Crimson		In The Court of the Crimson King			8520493	530			1	5		10/12/04 9:07 AM	10/18/04 1:32 PM	128	44100		AAC audio file						MP3Vol324:King Crimson:In The Court of the Crimson King:01 Epitaph (including March For No R.m4a	324
Moonchild (including The Dream and The Illusion)	King Crimson		In The Court of the Crimson King			11879334	735			2	5		10/12/04 9:12 AM	10/18/04 1:32 PM	128	44100		AAC audio file						MP3Vol324:King Crimson:In The Court of the Crimson King:02 Moonchild (including The Dream an.m4a	324
The Court Of The Crimson King (including The Return Of The Fire Witch and The Dancec Of The Puppets)	King Crimson		In The Court of the Crimson King			9127037	565			3	5		10/12/04 9:16 AM	10/18/04 1:32 PM	128	44100		AAC audio file						MP3Vol324:King Crimson:In The Court of the Crimson King:03 The Court Of The Crimson King (in.m4a	324
21st Century Schizoid Man (including Mirrors)	King Crimson		In The Court of the Crimson King			7187555	445			4	5		10/12/04 9:20 AM	10/18/04 1:32 PM	128	44100		AAC audio file						MP3Vol324:King Crimson:In The Court of the Crimson King:04 21st Century Schizoid Man (includ.m4a	324
I Talk To The Wind	King Crimson		In The Court of the Crimson King			5943214	366			5	5		10/12/04 9:22 AM	10/18/04 1:32 PM	128	44100		AAC audio file						MP3Vol324:King Crimson:In The Court of the Crimson King:05 I Talk To The Wind.m4a	324
Brave New World	Kings of Convenience		Kings Of Convenience			3504043	218			5			10/18/04 12:21 PM	10/18/04 1:32 PM	128	44100		MPEG audio file						MP3Vol324:Kings of Convenience:05 Brave New World.mp3	324
Sorry Or Please	Kings of Convenience		Riot On An Empty Street			7289550	227			6		2004	10/18/04 12:21 PM	10/18/04 1:32 PM	256	44100		MPEG audio file						MP3Vol324:Kings of Convenience:06-kings_of_convenience-sorry_or_please.mp3	324
Gold In The Air Of Summer	Kings of Convenience		Riot On An Empty Street		Lo-Fi	6867117	214			11		2004	10/11/04 7:46 PM	10/18/04 1:32 PM	256	44100		MPEG audio file						MP3Vol324:Kings of Convenience:11 Gold In The Air Of Summer.mp3	324
Cayman Islands	Kings of Convenience		Riot On An Empty Street			5870885	183			3		2004	10/12/04 9:37 AM	10/18/04 1:32 PM	256	44100		MPEG audio file						MP3Vol324:Kings of Convenience:Cayman Islands.mp3	324
Drop (Kings Of Convenience Tusen Takk Rework)	Kings of Convenience		Drop CDS		General House	4933632	246			2			10/18/04 12:21 PM	10/18/04 1:32 PM	160	44100		MPEG audio file						MP3Vol324:Kings of Convenience:Drop (Kings Of Convenience Tusen Takk Rework).mp3	324
No Train To Stockholm	Kings of Convenience		Total Lee (The Songs Of Lee Ha			3521097	146			9		2002	10/18/04 12:25 PM	10/18/04 1:32 PM	192	44100		MPEG audio file						MP3Vol324:Kings of Convenience:Kings of Convenience (Erlend Oye solo)  - No train to Stockholm.mp3	324
Into The Ring Of Fire	Kings of Convenience		Playing Live in a Room		genre	4182016	261			3			6/22/04 12:37 PM	10/18/04 1:32 PM	128	44100		MPEG audio file						MP3Vol324:Kings of Convenience:Kings of Convenience - 16 - Playing Live in a Room.mp3	324
