Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	345
Blue Prelude	Nina Simone		Anthology: The Colpix Years		Vocal	4864723	202			1		1959	12/2/04 11:24 AM	12/15/04 9:44 AM	192	44100		MPEG audio file		Simone recorded prolifically during her affiliation with Colpix in the late '50s and early '60s. This 40-song, two-CD set presents choice extracts from approximately ten albums worth of material. It isn't quite as impressive as what she recorded for Phili				MP3Vol345:nina simone - anthology:Nina_Simone_-_Anthology_The_Colpix_Years_-_01_-_Blue_Prelude_192_.mp3	345
That's Him over There	Nina Simone		Anthology: The Colpix Years		Vocal	3691102	153			2		1959	12/2/04 11:26 AM	12/15/04 9:44 AM	192	44100		MPEG audio file		Simone recorded prolifically during her affiliation with Colpix in the late '50s and early '60s. This 40-song, two-CD set presents choice extracts from approximately ten albums worth of material. It isn't quite as impressive as what she recorded for Phili				MP3Vol345:nina simone - anthology:Nina_Simone_-_Anthology_The_Colpix_Years_-_02_-_That_s_Him_over_There_192_.mp3	345
Theme from Middle of the Night	Nina Simone		Anthology: The Colpix Years		Vocal	3637822	151			3		1959	12/2/04 11:29 AM	12/15/04 9:44 AM	192	44100		MPEG audio file		Simone recorded prolifically during her affiliation with Colpix in the late '50s and early '60s. This 40-song, two-CD set presents choice extracts from approximately ten albums worth of material. It isn't quite as impressive as what she recorded for Phili				MP3Vol345:nina simone - anthology:Nina_Simone_-_Anthology_The_Colpix_Years_-_03_-_Theme_from_Middle_of_the_Night_192_.mp3	345
Willow Weep for Me	Nina Simone		Anthology: The Colpix Years		Vocal	4671632	194			4		1959	12/2/04 11:34 AM	12/15/04 9:44 AM	192	44100		MPEG audio file		Simone recorded prolifically during her affiliation with Colpix in the late '50s and early '60s. This 40-song, two-CD set presents choice extracts from approximately ten albums worth of material. It isn't quite as impressive as what she recorded for Phili				MP3Vol345:nina simone - anthology:Nina_Simone_-_Anthology_The_Colpix_Years_-_04_-_Willow_Weep_for_Me_192_.mp3	345
Solitaire	Nina Simone		Anthology: The Colpix Years		Vocal	4967538	206			5		1959	12/2/04 11:39 AM	12/15/04 9:44 AM	192	44100		MPEG audio file		Simone recorded prolifically during her affiliation with Colpix in the late '50s and early '60s. This 40-song, two-CD set presents choice extracts from approximately ten albums worth of material. It isn't quite as impressive as what she recorded for Phili				MP3Vol345:nina simone - anthology:Nina_Simone_-_Anthology_The_Colpix_Years_-_05_-_Solitaire_192_.mp3	345
Black Is the Color of My True Love's Hair	Nina Simone		Anthology: The Colpix Years		Vocal	5211449	216			6		1959	12/2/04 11:45 AM	12/15/04 9:44 AM	192	44100		MPEG audio file		Simone recorded prolifically during her affiliation with Colpix in the late '50s and early '60s. This 40-song, two-CD set presents choice extracts from approximately ten albums worth of material. It isn't quite as impressive as what she recorded for Phili				MP3Vol345:nina simone - anthology:Nina_Simone_-_Anthology_The_Colpix_Years_-_06_-_Black_Is_the_Color_of_My_True_Love_s_Hair_192_.mp3	345
Exactly Like You	Nina Simone		Anthology: The Colpix Years		Vocal	4796390	199			7		1959	12/2/04 12:23 PM	12/15/04 9:44 AM	192	44100		MPEG audio file		Simone recorded prolifically during her affiliation with Colpix in the late '50s and early '60s. This 40-song, two-CD set presents choice extracts from approximately ten albums worth of material. It isn't quite as impressive as what she recorded for Phili				MP3Vol345:nina simone - anthology:Nina_Simone_-_Anthology_The_Colpix_Years_-_07_-_Exactly_Like_You_192_.mp3	345
The Other Woman	Nina Simone		Anthology: The Colpix Years		Vocal	4362548	181			8		1959	12/2/04 9:55 AM	12/15/04 9:44 AM	192	44100		MPEG audio file		Simone recorded prolifically during her affiliation with Colpix in the late '50s and early '60s. This 40-song, two-CD set presents choice extracts from approximately ten albums worth of material. It isn't quite as impressive as what she recorded for Phili				MP3Vol345:nina simone - anthology:Nina_Simone_-_Anthology_The_Colpix_Years_-_08_-_The_Other_Woman_192_.mp3	345
You Can Have Him	Nina Simone		Anthology: The Colpix Years		Vocal	8555515	355			9		1959	12/2/04 10:00 AM	12/15/04 9:44 AM	192	44100		MPEG audio file		Simone recorded prolifically during her affiliation with Colpix in the late '50s and early '60s. This 40-song, two-CD set presents choice extracts from approximately ten albums worth of material. It isn't quite as impressive as what she recorded for Phili				MP3Vol345:nina simone - anthology:Nina_Simone_-_Anthology_The_Colpix_Years_-_09_-_You_Can_Have_Him_192_.mp3	345
Cotton Eyed Joe	Nina Simone		Anthology: The Colpix Years		Vocal	4318035	179			10		1959	12/2/04 10:03 AM	12/15/04 9:44 AM	192	44100		MPEG audio file		Simone recorded prolifically during her affiliation with Colpix in the late '50s and early '60s. This 40-song, two-CD set presents choice extracts from approximately ten albums worth of material. It isn't quite as impressive as what she recorded for Phili				MP3Vol345:nina simone - anthology:Nina_Simone_-_Anthology_The_Colpix_Years_-_10_-_Cotton_Eyed_Joe_192_.mp3	345
