Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	365
Down	311		Triple J's Hottest 100 Compila			2785408	174			10			7/14/05 6:18 PM	7/19/05 10:54 AM	128	44100		MPEG audio file						MP3Vol365:90s:311_-_Down.mp3	365
Natural One	Folk Implosion		Kids Soundtrack		Pop	1319946	188					2000	7/14/05 6:18 PM	7/19/05 10:54 AM	56	22050		MPEG audio file						MP3Vol365:90s:Folk Implosion - Natural One.mp3	365
Here In Your Bedroom	Goldfinger		Goldfinger		Ska	3045024	190					1996	7/14/05 6:19 PM	7/19/05 10:54 AM	128	44100		MPEG audio file						MP3Vol365:90s:Goldfinger_-_Here_In_Your_Bedroom.mp3	365
Dawson's creek-The songs from-disk4-12-Harvey Danger_-_Flagpole sitta	artist		title		genre	3495936	218			12			7/14/05 8:09 PM	7/19/05 10:54 AM	128	44100		MPEG audio file						MP3Vol365:90s:Harvey_Danger_-_Flagpole_Sitta.mp3	365
Battleflag	Lofidelity Allstars		Battleflag		Pop	6799360	339					1998	7/14/05 6:22 PM	7/19/05 10:54 AM	160	44100		MPEG audio file						MP3Vol365:90s:Lo-Fidelity_Allstars_-_Battleflag.mp3	365
Fade into You	Mazzy Star		The Buzz 		AlternRock	7068914	294					2004	7/14/05 6:25 PM	7/19/05 10:54 AM	192	44100		MPEG audio file		: . .ICE 2004. . :				MP3Vol365:90s:mazzy_star-fade_into_you-ice.mp3	365
Popular	Nada Surf		100 Percent Hits Volume 21		Rock	5791246	217			15		1997	7/14/05 7:20 PM	7/19/05 10:54 AM	212	44100		MPEG audio file		..:Team aAF:..				MP3Vol365:90s:nada_surf-popular-aaf.mp3	365
Battle Flag (Lo-Fidelity Allstars Remix)	Pigeonhead		More Music From Coyote Ugly OST		Pop	5720074	238			6			7/14/05 6:27 PM	7/19/05 10:54 AM	192	44100		MPEG audio file						MP3Vol365:90s:Pigeonhead_-_Battle_Flag_(Lo-Fidelity_Allstars_Remix).mp3	365
Super Bon Bon	Soul Coughing		Irresistible Bliss		Rock	5066419	211			1		1996	7/14/05 6:29 PM	7/19/05 10:54 AM	192	44100		MPEG audio file						MP3Vol365:90s:Soul Coughing-01-Super Bon Bon.mp3	365
Possum Kingdom	Toadies		Rubberneck		Indie	4953903	309			4			7/14/05 6:31 PM	7/19/05 10:54 AM	128	44100		MPEG audio file						MP3Vol365:90s:The Toadies-04-Possum Kingdom.mp3	365
Bitter Sweet Symphony	The Verve		Urban Hymns		Pop	8603607	358			1		1997	7/14/05 6:35 PM	7/19/05 10:54 AM	192	44100		MPEG audio file						MP3Vol365:90s:The Verve-01-Bitter Sweet Symphony.mp3	365
Mother Mother	Tracy Bonham		The Burdens Of Being Upright		Rock	4335408	180			1		1996	7/14/05 6:36 PM	7/19/05 10:54 AM	192	44100		MPEG audio file						MP3Vol365:90s:Tracy Bonham-01-Mother Mother.mp3	365
I Got A Girl	Tripping Daisy		Unknown		Dance	3931514	245					16665	7/14/05 6:38 PM	7/19/05 10:54 AM	128	44100		MPEG audio file		Created: MP3 Strip_It! Digita				MP3Vol365:90s:Tripping_Daisy_-_I_Got_A_Girl.mp3	365
Your Woman	White Town					4118230	257						7/19/05 9:42 AM	7/19/05 10:54 AM	128	44100		MPEG audio file						MP3Vol365:90s:White Town - Your Woman.mp3	365
Before And Again	Akron/Family		Akron/Family		Alternative & Punk	6675761	276	1	1	1	14	2005	6/2/05 10:00 AM	7/19/05 10:54 AM	192	44100		AAC audio file						MP3Vol365:Akron_Family_2:Akron_Family:01 Before And Again.m4a	365
Suchness	Akron/Family		Akron/Family		Alternative & Punk	5012587	206	1	1	2	14	2005	6/2/05 10:01 AM	7/19/05 10:54 AM	192	44100		AAC audio file						MP3Vol365:Akron_Family_2:Akron_Family:02 Suchness.m4a	365
Part Of Corey	Akron/Family		Akron/Family		Alternative & Punk	3595217	148	1	1	3	14	2005	6/2/05 10:02 AM	7/19/05 10:54 AM	192	44100		AAC audio file						MP3Vol365:Akron_Family_2:Akron_Family:03 Part Of Corey.m4a	365
Italy	Akron/Family		Akron/Family		Alternative & Punk	11834294	488	1	1	4	14	2005	6/2/05 10:03 AM	7/19/05 10:54 AM	192	44100		AAC audio file						MP3Vol365:Akron_Family_2:Akron_Family:04 Italy.m4a	365
I'll Be On The Water	Akron/Family		Akron/Family		Alternative & Punk	4978856	205	1	1	5	14	2005	6/2/05 10:04 AM	7/19/05 10:54 AM	192	44100		AAC audio file						MP3Vol365:Akron_Family_2:Akron_Family:05 I'll Be On The Water.m4a	365
Running, Returning	Akron/Family		Akron/Family		Alternative & Punk	6625726	273	1	1	6	14	2005	6/2/05 10:05 AM	7/19/05 10:54 AM	192	44100		AAC audio file						MP3Vol365:Akron_Family_2:Akron_Family:06 Running, Returning.m4a	365
Afford	Akron/Family		Akron/Family		Alternative & Punk	5768211	238	1	1	7	14	2005	6/2/05 10:06 AM	7/19/05 10:54 AM	192	44100		AAC audio file						MP3Vol365:Akron_Family_2:Akron_Family:07 Afford.m4a	365
Interlude: Ak Ak Was The Boat They Sailed In On	Akron/Family		Akron/Family		Alternative & Punk	3682119	151	1	1	8	14	2005	6/2/05 10:07 AM	7/19/05 10:54 AM	192	44100		AAC audio file						MP3Vol365:Akron_Family_2:Akron_Family:08 Interlude_ Ak Ak Was The Boat They Sailed In On.m4a	365
Sorrow Boy	Akron/Family		Akron/Family		Alternative & Punk	5410677	223	1	1	9	14	2005	6/2/05 10:07 AM	7/19/05 10:54 AM	192	44100		AAC audio file						MP3Vol365:Akron_Family_2:Akron_Family:09 Sorrow Boy.m4a	365
Shoes	Akron/Family		Akron/Family		Alternative & Punk	5404744	222	1	1	10	14	2005	6/2/05 10:08 AM	7/19/05 10:54 AM	192	44100		AAC audio file						MP3Vol365:Akron_Family_2:Akron_Family:10 Shoes.m4a	365
