Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	328
Three Mc's And One Dj	Beastie Boys		Hello Nasty		Hip-Hop	2734525	170			1			10/22/04 1:17 PM	10/28/04 8:59 AM	128	44100		MPEG audio file						MP3Vol328:Beastie Boys:Hello Nasty:01 Three Mc's And One Dj.mp3	328
So Watcha Want	Beastie Boys		Ill Communication		Hip-Hop	3471697	216						10/22/04 12:09 PM	10/28/04 8:59 AM	128	44100		MPEG audio file						MP3Vol328:Beastie Boys:Ill Communication:So Watcha Want.mp3	328
To All The Girls	Beastie Boys		Paul's Boutique		Hip-Hop	2152602	89	1	1	1	15	1989	10/22/04 12:10 PM	10/28/04 8:59 AM	192	44100		MPEG audio file						MP3Vol328:Beastie Boys:Paul's Boutique:01 To All The Girls.mp3	328
Shake Your Rump	Beastie Boys		Paul's Boutique		Hip-Hop	4792641	199	1	1	2	15	1989	10/22/04 12:12 PM	10/28/04 8:59 AM	192	44100		MPEG audio file						MP3Vol328:Beastie Boys:Paul's Boutique:02 Shake Your Rump.mp3	328
Johnny Ryall	Beastie Boys		Paul's Boutique		Hip-Hop	4324314	180	1	1	3	15	1989	10/22/04 12:14 PM	10/28/04 8:59 AM	192	44100		MPEG audio file						MP3Vol328:Beastie Boys:Paul's Boutique:03 Johnny Ryall.mp3	328
Egg Man	Beastie Boys		Paul's Boutique		Hip-Hop	4264123	177	1	1	4	15	1989	10/22/04 12:15 PM	10/28/04 8:59 AM	192	44100		MPEG audio file						MP3Vol328:Beastie Boys:Paul's Boutique:04 Egg Man.mp3	328
High Plains Drifter	Beastie Boys		Paul's Boutique		Hip-Hop	6076615	253	1	1	5	15	1989	10/22/04 12:17 PM	10/28/04 8:59 AM	192	44100		MPEG audio file						MP3Vol328:Beastie Boys:Paul's Boutique:05 High Plains Drifter.mp3	328
The Sounds Of Science	Beastie Boys		Paul's Boutique		Hip-Hop	4608327	191	1	1	6	15	1989	10/22/04 12:18 PM	10/28/04 8:59 AM	192	44100		MPEG audio file						MP3Vol328:Beastie Boys:Paul's Boutique:06 The Sounds Of Science.mp3	328
3-Minute Rule	Beastie Boys		Paul's Boutique		Hip-Hop	5265351	219	1	1	7	15	1989	10/22/04 12:19 PM	10/28/04 8:59 AM	192	44100		MPEG audio file						MP3Vol328:Beastie Boys:Paul's Boutique:07 3-Minute Rule.mp3	328
Hey Ladies	Beastie Boys		Paul's Boutique		Hip-Hop	5460325	227	1	1	8	15	1989	10/22/04 12:21 PM	10/28/04 8:59 AM	192	44100		MPEG audio file						MP3Vol328:Beastie Boys:Paul's Boutique:08 Hey Ladies.mp3	328
