Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	314
Call Me (Come Back Home)	Al Green	Al Green/Al Jackson, Jr./Jackson Jr./Willie Mitchell	Call Me		R&B	2975605	185			1		1973	9/29/04 8:22 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:Call Me:01 Call Me (Come Back Home).mp3	314
Have You Been Making Out O.K.	Al Green	Al Green	Call Me		R&B	3616534	225			2		1973	9/29/04 8:23 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:Call Me:02 Have You Been Making Out O.K.mp3	314
Stand Up	Al Green	Al Green	Call Me		R&B	3346318	208			3		1973	9/29/04 8:24 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:Call Me:03 Stand Up.mp3	314
I'm So Lonesome I Could Cry	Al Green	Hank Williams	Call Me		R&B	3090280	192			4		1973	9/29/04 8:25 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:Call Me:04 I'm So Lonesome I Could Cry.mp3	314
Your Love Is Like the Morning Sun	Al Green	Al Green	Call Me		R&B	3084442	192			5		1973	9/29/04 8:26 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:Call Me:05 Your Love Is Like the Morning Sun.mp3	314
Here I Am (Come and Take Me)	Al Green	Al Green; Mabon "Teenie" Hodges	Call Me		R&B	4130278	257			6		1973	9/29/04 8:27 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:Call Me:06 Here I Am (Come and Take Me).mp3	314
Funny How Time Slips Away	Al Green	Willie Nelson	Call Me		R&B	5374606	335			7		1973	9/29/04 8:28 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:Call Me:07 Funny How Time Slips Away.mp3	314
You Ought to Be With Me	Al Green	Al Green; Al Jackson, Jr.; Willie Mitchell	Call Me		R&B	3198283	199			8		1973	9/29/04 8:29 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:Call Me:08 You Ought to Be With Me.mp3	314
Jesus Is Waiting	Al Green	Al Green	Call Me		R&B	5385031	336			9		1973	9/29/04 8:31 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:Call Me:09 Jesus Is Waiting.mp3	314
I'm Still in Love With You	Al Green	Al Green/Al Jackson, Jr./Willie Mitchell	I'm Still in Love With You		R&B	3127810	195			1		1972	9/29/04 8:14 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:I'm Still in Love With You:01 I'm Still in Love With You.mp3	314
I'm Glad You're Mine	Al Green	Al Green	I'm Still in Love With You		R&B	2818813	175			2		1972	9/29/04 8:14 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:I'm Still in Love With You:02 I'm Glad You're Mine.mp3	314
Love and Happiness	Al Green	Al Green/Mabon "Teenie" Hodges	I'm Still in Love With You		R&B	4950100	309			3		1972	9/29/04 8:16 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:I'm Still in Love With You:03 Love and Happiness.mp3	314
What a Wonderful Thing Love Is	Al Green	Al Green	I'm Still in Love With You		R&B	3488932	217			4		1972	9/29/04 8:17 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:I'm Still in Love With You:04 What a Wonderful Thing Love Is.mp3	314
Simply Beautiful	Al Green	Al Green	I'm Still in Love With You		R&B	3992668	249			5		1972	9/29/04 8:18 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:I'm Still in Love With You:05 Simply Beautiful.mp3	314
Oh, Pretty Woman	Al Green	Roy Orbison/William Dees	I'm Still in Love With You		R&B	3196615	199			6		1972	9/29/04 8:18 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:I'm Still in Love With You:06 Oh, Pretty Woman.mp3	314
For the Good Times	Al Green	Kris Kristofferson	I'm Still in Love With You		R&B	6191926	386			7		1972	9/29/04 8:20 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:I'm Still in Love With You:07 For the Good Times.mp3	314
Look What You Done for Me	Al Green	Al Green/George Jackson/Willie Mitchell	I'm Still in Love With You		R&B	2982694	186			8		1972	9/29/04 8:21 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:I'm Still in Love With You:08 Look What You Done for Me.mp3	314
One of These Good Old Days	Al Green	Al Green	I'm Still in Love With You		R&B	3126142	195			9		1972	9/29/04 8:22 PM	9/30/04 2:03 PM	128	44100		MPEG audio file						MP3Vol314:Al Green:I'm Still in Love With You:09 One of These Good Old Days.mp3	314
