Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	362
Cherub Rock	Smashing Pumpkins	William Corgan	Siamese Dream		Alternative & Punk	7158737	298	1	1	1	13	1993	1/23/05 6:06 PM	2/21/05 1:28 PM	192	44100		MPEG audio file						MP3Vol362:Smashing Pumpkins:Siamese Dream:01 Cherub Rock.mp3	362
Quiet	Smashing Pumpkins	William Corgan	Siamese Dream		Alternative & Punk	5330577	222	1	1	2	13	1993	1/23/05 6:12 PM	2/21/05 1:28 PM	192	44100		MPEG audio file						MP3Vol362:Smashing Pumpkins:Siamese Dream:02 Quiet.mp3	362
Today	Smashing Pumpkins	William Corgan	Siamese Dream		Alternative & Punk	4802068	199	1	1	3	13	1993	1/23/05 6:17 PM	2/21/05 1:28 PM	192	44100		MPEG audio file						MP3Vol362:Smashing Pumpkins:Siamese Dream:03 Today.mp3	362
Hummer	Smashing Pumpkins	William Corgan	Siamese Dream		Alternative & Punk	10014438	417	1	1	4	13	1993	1/23/05 6:29 PM	2/21/05 1:28 PM	192	44100		MPEG audio file						MP3Vol362:Smashing Pumpkins:Siamese Dream:04 Hummer.mp3	362
Rocket	Smashing Pumpkins	William Corgan	Siamese Dream		Alternative & Punk	5929305	246	1	1	5	13	1993	1/23/05 6:36 PM	2/21/05 1:28 PM	192	44100		MPEG audio file						MP3Vol362:Smashing Pumpkins:Siamese Dream:05 Rocket.mp3	362
Disarm	Smashing Pumpkins	William Corgan	Siamese Dream		Alternative & Punk	4736867	197	1	1	6	13	1993	1/23/05 6:45 PM	2/21/05 1:28 PM	192	44100		MPEG audio file						MP3Vol362:Smashing Pumpkins:Siamese Dream:06 Disarm.mp3	362
Soma	Smashing Pumpkins	James Iha	Siamese Dream		Alternative & Punk	9601905	399	1	1	7	13	1993	1/23/05 6:57 PM	2/21/05 1:28 PM	192	44100		MPEG audio file						MP3Vol362:Smashing Pumpkins:Siamese Dream:07 Soma.mp3	362
Geek USA	Smashing Pumpkins	William Corgan	Siamese Dream		Alternative & Punk	7536778	313	1	1	8	13	1993	1/23/05 7:05 PM	2/21/05 1:28 PM	192	44100		MPEG audio file						MP3Vol362:Smashing Pumpkins:Siamese Dream:08 Geek USA.mp3	362
Mayonaise	Smashing Pumpkins	James Iha	Siamese Dream		Alternative & Punk	8383768	349	1	1	9	13	1993	1/23/05 7:15 PM	2/21/05 1:28 PM	192	44100		MPEG audio file						MP3Vol362:Smashing Pumpkins:Siamese Dream:09 Mayonaise.mp3	362
Spaceboy	Smashing Pumpkins	William Corgan	Siamese Dream		Alternative & Punk	6450294	268	1	1	10	13	1993	1/23/05 7:23 PM	2/21/05 1:28 PM	192	44100		MPEG audio file						MP3Vol362:Smashing Pumpkins:Siamese Dream:10 Spaceboy.mp3	362
