Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	321
Blemish	David Sylvian	Sylvian	Blemish		Pop	16455152	822	1	1	1	8	2003	10/10/04 4:37 PM	10/18/04 1:02 PM	160	44100		MPEG audio file						MP3Vol321:David Sylvian:david sylvian - blemish:01 Blemish.mp3	321
The Good Son	David Sylvian	Sylvian	Blemish		Pop	6506161	325	1	1	2	8	2003	10/10/04 4:39 PM	10/18/04 1:02 PM	160	44100		MPEG audio file						MP3Vol321:David Sylvian:david sylvian - blemish:02 The Good Son.mp3	321
The Only Daughter	David Sylvian	Sylvian	Blemish		Pop	6572517	328	1	1	3	8	2003	10/10/04 4:41 PM	10/18/04 1:02 PM	160	44100		MPEG audio file						MP3Vol321:David Sylvian:david sylvian - blemish:03 The Only Daughter.mp3	321
The Heart Knows Better	David Sylvian	Sylvian	Blemish		Pop	9442334	471	1	1	4	8	2003	10/10/04 4:45 PM	10/18/04 1:02 PM	160	44100		MPEG audio file						MP3Vol321:David Sylvian:david sylvian - blemish:04 The Heart Knows Better.mp3	321
She Is Not	David Sylvian	Sylvian	Blemish		Pop	919090	45	1	1	5	8	2003	10/10/04 4:45 PM	10/18/04 1:02 PM	160	44100		MPEG audio file						MP3Vol321:David Sylvian:david sylvian - blemish:05 She Is Not.mp3	321
Late Night Shopping	David Sylvian	Sylvian	Blemish		Pop	3486413	174	1	1	6	8	2003	10/10/04 4:47 PM	10/18/04 1:02 PM	160	44100		MPEG audio file						MP3Vol321:David Sylvian:david sylvian - blemish:06 Late Night Shopping.mp3	321
How Little We Need To Be Happy	David Sylvian	Sylvian	Blemish		Pop	4049102	202	1	1	7	8	2003	10/10/04 4:48 PM	10/18/04 1:02 PM	160	44100		MPEG audio file						MP3Vol321:David Sylvian:david sylvian - blemish:07 How Little We Need To Be Happy.mp3	321
A Fire In The Forest	David Sylvian	Sylvian	Blemish		Pop	5098169	254	1	1	8	8	2003	10/10/04 4:50 PM	10/18/04 1:02 PM	160	44100		MPEG audio file						MP3Vol321:David Sylvian:david sylvian - blemish:08 A Fire In The Forest.mp3	321
September	David Sylvian	David Sylvian	Secrets Of The Behive		Unknown	1405958	78			1		1987	10/10/04 3:45 PM	10/18/04 1:02 PM	143	44100		MPEG audio file						MP3Vol321:david sylvian - 1987 - secrets of the beehive:01 david sylvian - september .mp3	321
The Boy With The Gun	David Sylvian	David Sylvian	Secrets Of The Behive		Unknown	6011964	319			2		1987	10/10/04 3:47 PM	10/18/04 1:02 PM	150	44100		MPEG audio file						MP3Vol321:david sylvian - 1987 - secrets of the beehive:02 david sylvian - the boy with the gun.mp3	321
Maria	David Sylvian	David Sylvian	Secrets Of The Behive		Unknown	3035764	170			3		1987	10/10/04 3:48 PM	10/18/04 1:02 PM	142	44100		MPEG audio file						MP3Vol321:david sylvian - 1987 - secrets of the beehive:03 david sylvian - maria.mp3	321
Orpheus	David Sylvian	David Sylvian	Secrets Of The Behive		Unknown	5364835	291			4		1987	10/10/04 3:53 PM	10/18/04 1:02 PM	147	44100		MPEG audio file						MP3Vol321:david sylvian - 1987 - secrets of the beehive:04 david sylvian - orpheus.mp3	321
The Devil's Own	David Sylvian	David Sylvian	Secrets Of The Behive		Unknown	3450468	192			5		1987	10/10/04 3:54 PM	10/18/04 1:02 PM	143	44100		MPEG audio file						MP3Vol321:david sylvian - 1987 - secrets of the beehive:05 david sylvian - the devil's own.mp3	321
When Poets Dreamed Of Angels	David Sylvian	David Sylvian	Secrets Of The Behive		Unknown	5420676	287			6		1987	10/10/04 3:56 PM	10/18/04 1:02 PM	150	44100		MPEG audio file						MP3Vol321:david sylvian - 1987 - secrets of the beehive:06 david sylvian - when poets dreamed of angels.mp3	321
Mother And Child	David Sylvian	David Sylvian	Secrets Of The Behive		Unknown	3538931	195			7		1987	10/10/04 3:59 PM	10/18/04 1:02 PM	145	44100		MPEG audio file						MP3Vol321:david sylvian - 1987 - secrets of the beehive:07 david sylvian - mother and child.mp3	321
Let The Happiness In	David Sylvian	David Sylvian	Secrets Of The Behive		Unknown	6115680	337			8		1987	10/10/04 4:04 PM	10/18/04 1:02 PM	145	44100		MPEG audio file						MP3Vol321:david sylvian - 1987 - secrets of the beehive:08 david sylvian - let the happiness in.mp3	321
Waterfront	David Sylvian	David Sylvian	Secrets Of The Behive		Unknown	3619186	203			9		1987	10/10/04 4:05 PM	10/18/04 1:02 PM	142	44100		MPEG audio file						MP3Vol321:david sylvian - 1987 - secrets of the beehive:09 david sylvian - waterfront.mp3	321
Forbidden Colours	David Sylvian	David Sylvian	Secrets Of The Behive		Unknown	6837345	359			10		1987	10/10/04 4:08 PM	10/18/04 1:02 PM	152	44100		MPEG audio file						MP3Vol321:david sylvian - 1987 - secrets of the beehive:10 david sylvian - forbidden colours.mp3	321
The Future	De La Soul		The Grind Date		Hip-Hop	5810365	230			1	12	2004	10/3/04 11:11 AM	10/18/04 1:02 PM	202	44100		MPEG audio file						MP3Vol321:De La Soul - The Grind Date:01 - The Future.mp3	321
Verbal Clap	De La Soul		The Grind Date		Hip-Hop	4762511	196			2	12	2004	10/3/04 11:14 AM	10/18/04 1:02 PM	193	44100		MPEG audio file						MP3Vol321:De La Soul - The Grind Date:02 - Verbal Clap.mp3	321
Much More (ft. Yummy)	De La Soul		The Grind Date		Hip-Hop	5074012	245			3	12	2004	10/3/04 11:17 AM	10/18/04 1:02 PM	165	44100		MPEG audio file						MP3Vol321:De La Soul - The Grind Date:03 - Much More (ft. Yummy).mp3	321
Shopping Bags (She Got From You)	De La Soul		The Grind Date		Hip-Hop	6597505	237			4	12	2004	10/3/04 11:21 AM	10/18/04 1:02 PM	222	44100		MPEG audio file						MP3Vol321:De La Soul - The Grind Date:04 - Shopping Bags (She Got From You).mp3	321
The Grind Date	De La Soul		The Grind Date		Hip-Hop	4815190	202			5	12	2004	10/3/04 11:24 AM	10/18/04 1:02 PM	190	44100		MPEG audio file						MP3Vol321:De La Soul - The Grind Date:05 - The Grind Date.mp3	321
Church	De La Soul		The Grind Date		Hip-Hop	7632657	333			6	12	2004	10/3/04 11:28 AM	10/18/04 1:02 PM	183	44100		MPEG audio file						MP3Vol321:De La Soul - The Grind Date:06 - Church.mp3	321
It's Like That (ft. Carl Thomas)	De La Soul		The Grind Date		Hip-Hop	6772264	277			7	12	2004	10/3/04 11:32 AM	10/18/04 1:02 PM	195	44100		MPEG audio file						MP3Vol321:De La Soul - The Grind Date:07 - It's Like That (ft. Carl Thomas).mp3	321
He Comes (ft. Ghostface)	De La Soul		The Grind Date		Hip-Hop	5022654	224			8	12	2004	10/3/04 11:35 AM	10/18/04 1:02 PM	178	44100		MPEG audio file						MP3Vol321:De La Soul - The Grind Date:08 - He Comes (ft. Ghostface).mp3	321
Days Of Our Lives (ft. Common)	De La Soul		The Grind Date		Hip-Hop	5783154	231			9	12	2004	10/3/04 11:38 AM	10/18/04 1:02 PM	199	44100		MPEG audio file						MP3Vol321:De La Soul - The Grind Date:09 - Days Of Our Lives (ft. Common).mp3	321
Come On Down (ft. Flava Flav)	De La Soul		The Grind Date		Hip-Hop	6422464	301			10	12	2004	10/3/04 11:42 AM	10/18/04 1:02 PM	170	44100		MPEG audio file						MP3Vol321:De La Soul - The Grind Date:10 - Come On Down (ft. Flava Flav).mp3	321
No (ft. Butta Verses)	De La Soul		The Grind Date		Hip-Hop	7205860	274			11	12	2004	10/3/04 11:46 AM	10/18/04 1:02 PM	209	44100		MPEG audio file						MP3Vol321:De La Soul - The Grind Date:11 - No (ft. Butta Verses).mp3	321
Rock Co. Kane Flow (ft. MF Doom)	De La Soul		The Grind Date		Hip-Hop	5169443	185			12	12	2004	10/3/04 11:49 AM	10/18/04 1:02 PM	223	44100		MPEG audio file						MP3Vol321:De La Soul - The Grind Date:12 - Rock Co. Kane Flow (ft. MF Doom).mp3	321
hold on slow down	Earlimart		Treble and Tremble		Indie	1603761	100			1	13	2004	10/8/04 2:29 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 01 - hold on slow down.mp3	321
first instant last report	Earlimart		Treble and Tremble		Indie	2359439	147			2	13	2004	10/8/04 2:31 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 02 - first instant last report.mp3	321
the hidden track	Earlimart		Treble and Tremble		Indie	4036700	252			3	13	2004	10/8/04 2:34 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 03 - the hidden track.mp3	321
sounds	Earlimart		Treble and Tremble		Indie	2606016	162			4	13	2004	10/8/04 2:37 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 04 - sounds.mp3	321
the valley people	Earlimart		Treble and Tremble		Indie	627826	39			5	13	2004	10/8/04 2:37 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 05 - the valley people.mp3	321
all they ever do is talk	Earlimart		Treble and Tremble		Indie	3793038	237			6	13	2004	10/8/04 2:39 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 06 - all they ever do is talk.mp3	321
a bell and a whistle	Earlimart		Treble and Tremble		Indie	2573429	160			7	13	2004	10/8/04 2:40 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 07 - a bell and a whistle.mp3	321
broke the furniture	Earlimart		Treble and Tremble		Indie	3333278	208			8	13	2004	10/8/04 2:42 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 08 - broke the furniture.mp3	321
unintentional tape manipulations	Earlimart		Treble and Tremble		Indie	5696850	356			9	13	2004	10/8/04 2:44 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 09 - unintentional tape manipulations.mp3	321
Heaven adores you	Earlimart		Treble and Tremble		Indie	3577783	223			10	13	2004	10/8/04 2:46 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 10 - Heaven adores you.mp3	321
808 crickets	Earlimart		Treble and Tremble		Indie	794170	49			11	13	2004	10/8/04 2:47 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 11 - 808 crickets.mp3	321
tell teh truth pt.1, tell the truth pt. 2	Earlimart		Treble and Tremble		Indie	5292276	330			12	13	2004	10/8/04 2:49 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 12 - tell the truth pt.1, tell the truth pt. 2.mp3	321
it's okay to think about ending	Earlimart		Treble and Tremble		Indie	4807015	300			13	13	2004	10/8/04 2:52 PM	10/18/04 1:02 PM	128	44100		MPEG audio file						MP3Vol321:Earlimart:Treble & Tremble:Earlimart - 13 - it's okay to think about ending.mp3	321
B01 Coast to Coast	Elliott Smith		From a Basement on the Hill			8060928	335						10/7/04 4:51 PM	10/18/04 1:02 PM	192	44100		MPEG audio file						MP3Vol321:Elliott Smith - From A Basement on the Hill:Elliott Smith - B01 Coast to Coast.mp3	321
B02 Let's Get Lost	Elliott Smith		From a Basement on the Hill			6241532	147						10/7/04 5:07 PM	10/18/04 1:02 PM	320	44100		MPEG audio file						MP3Vol321:Elliott Smith - From A Basement on the Hill:Elliott Smith - B02 Let's Get Lost.mp3	321
