Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	294
Converted	A3		Exile On Cold Harbour Lane		 	15030272	375			1		1997	7/15/04 6:03 PM	8/6/04 1:29 PM	320	44100		MPEG audio file						MP3Vol294:A3:Exile On Cold Harbor Lane:01 - Converted.mp3	294
Speed of the Sound of Loneliness	A3		Exile On Cold Harbour Lane		Blues	14284800	357			2		1997	7/15/04 6:21 PM	8/6/04 1:29 PM	320	44100		MPEG audio file						MP3Vol294:A3:Exile On Cold Harbor Lane:02 - Speed Of The Sound Of Loneliness.mp3	294
Woke Up This Morning	A3		Exile On Cold Harbour Lane		 	12673024	316			3			7/15/04 6:37 PM	8/6/04 1:29 PM	320	44100		MPEG audio file						MP3Vol294:A3:Exile On Cold Harbor Lane:03 - Woke Up This Morning.mp3	294
U Don't Dans 2 Tekno Anymore	A3		Exile On Cold Harbour Lane		Blues	8714240	217			4		1997	7/15/04 6:48 PM	8/6/04 1:29 PM	320	44100		MPEG audio file						MP3Vol294:A3:Exile On Cold Harbor Lane:04 - U Don't Dans 2 Tekno Anymore.mp3	294
Bourgeoisie Blues	A3		Exile On Cold Harbour Lane		Blues	11487232	287			5		1997	7/15/04 7:03 PM	8/6/04 1:29 PM	320	44100		MPEG audio file						MP3Vol294:A3:Exile On Cold Harbor Lane:05 - Bourgeoisie Blues.mp3	294
Aint Goin To Goa	A3		Exile On Cold Harbour Lane		 Blues	9433088	235			6		1997	7/15/04 7:15 PM	8/6/04 1:29 PM	320	44100		MPEG audio file						MP3Vol294:A3:Exile On Cold Harbor Lane:06 - Aint Goin To Goa.mp3	294
Mao Tse Tung Said	A3		Exile On Cold Harbour Lane		Blues	8153088	203			7		1997	7/15/04 7:25 PM	8/6/04 1:29 PM	320	44100		MPEG audio file						MP3Vol294:A3:Exile On Cold Harbor Lane:07 - Mao Tse Tung Said.mp3	294
Hypo Full Of Love	A3		Exile On Cold Harbour Lane		Blues	15421440	385			8		1997	7/15/04 7:44 PM	8/6/04 1:29 PM	320	44100		MPEG audio file						MP3Vol294:A3:Exile On Cold Harbor Lane:08 - Hypo Full Of Love (The 12 Step Plan).mp3	294
The Old Purple Tin	A3		Exile On Cold Harbour Lane		Blues	9811968	245			9		1997	7/15/04 7:56 PM	8/6/04 1:29 PM	320	44100		MPEG audio file						MP3Vol294:A3:Exile On Cold Harbor Lane:09 - The Old Purple Tin (9% of Pure Heaven).mp3	294
The Night We Nearly Got Busted	A3		Exile On Cold Harbour Lane		Blues	11108352	277			10		1997	7/15/04 8:10 PM	8/6/04 1:29 PM	320	44100		MPEG audio file						MP3Vol294:A3:Exile On Cold Harbor Lane:10 - The Night We Nearly Got Busted.mp3	294
Sister Rosetta	A3		Exile On Cold Harbour Lane		Blues	16146432	403			11		1997	7/15/04 8:30 PM	8/6/04 1:29 PM	320	44100		MPEG audio file						MP3Vol294:A3:Exile On Cold Harbor Lane:11 - Sister Rosetta.mp3	294
Oeace In The Valley	A3		Exile On Cold Harbour Lane		Blues	13891584	347			12		1997	7/15/04 8:47 PM	8/6/04 1:29 PM	320	44100		MPEG audio file						MP3Vol294:A3:Exile On Cold Harbor Lane:12 - Peace In The Valley.mp3	294
Bleed The Freak	Alice In Chains		Facelift		Rock	4840577	241			4	12	1990	7/19/04 8:41 PM	8/6/04 1:29 PM	160	44100		MPEG audio file						MP3Vol294:Alice In Chains:Facelift:Bleed The Freak.mp3	294
Confusion	Alice In Chains		Facelift		Rock	6883347	344			10	12	1990	7/19/04 8:38 PM	8/6/04 1:29 PM	160	44100		MPEG audio file						MP3Vol294:Alice In Chains:Facelift:Confusion.mp3	294
I Can't Remember	Alice In Chains		Facelift		Rock	4460235	222			5	12	1990	7/19/04 8:33 PM	8/6/04 1:29 PM	160	44100		MPEG audio file						MP3Vol294:Alice In Chains:Facelift:I Can_t Remember.mp3	294
I Know Somethin (Bout You)	Alice In Chains		Facelift		Rock	5242352	261			11	12	1990	7/19/04 8:30 PM	8/6/04 1:29 PM	160	44100		MPEG audio file						MP3Vol294:Alice In Chains:Facelift:I Know Somethin _Bout You_.mp3	294
It Ain't Like That	Alice In Chains		Facelift		Rock	5556857	277			7	12	1990	7/19/04 8:27 PM	8/6/04 1:29 PM	160	44100		MPEG audio file						MP3Vol294:Alice In Chains:Facelift:It Ain_t Like That.mp3	294
Love, Hate, Love	Alice In Chains		Facelift		Rock	7741737	386			6	12	1990	7/19/04 8:23 PM	8/6/04 1:29 PM	160	44100		MPEG audio file						MP3Vol294:Alice In Chains:Facelift:Love_ Hate_ Love.mp3	294
Man In The Box	Alice In Chains		Facelift		Rock	5733441	286			2	12	1990	7/19/04 8:18 PM	8/6/04 1:29 PM	160	44100		MPEG audio file						MP3Vol294:Alice In Chains:Facelift:Man In The Box.mp3	294
Put You Down	Alice In Chains		Facelift		Rock	3926288	196			9	12	1990	7/19/04 8:14 PM	8/6/04 1:29 PM	160	44100		MPEG audio file						MP3Vol294:Alice In Chains:Facelift:Put You Down.mp3	294
Real Thing	Alice In Chains		Facelift		Rock	4871397	243			12	12	1990	7/19/04 8:12 PM	8/6/04 1:29 PM	160	44100		MPEG audio file						MP3Vol294:Alice In Chains:Facelift:Real Thing.mp3	294
Sea Of Sorrow	Alice In Chains		Facelift		Rock	6998812	349			3	12	1990	7/19/04 8:08 PM	8/6/04 1:29 PM	160	44100		MPEG audio file						MP3Vol294:Alice In Chains:Facelift:Sea Of Sorrow.mp3	294
Sunshine	Alice In Chains		Facelift		Rock	5701566	284			8	12	1990	7/19/04 8:04 PM	8/6/04 1:29 PM	160	44100		MPEG audio file						MP3Vol294:Alice In Chains:Facelift:Sunshine.mp3	294
We Die Young	Alice In Chains		Facelift		Rock	3051709	152			1	12	1990	7/19/04 8:00 PM	8/6/04 1:29 PM	160	44100		MPEG audio file						MP3Vol294:Alice In Chains:Facelift:We Die Young.mp3	294
Track 01	Aqui					2769413	172			1	13		8/6/04 1:14 PM	8/6/04 1:29 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:01 Track 01.mp3	294
Track 02	Aqui					1928479	120			2	13		8/6/04 1:14 PM	8/6/04 1:29 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:02 Track 02.mp3	294
Track 03	Aqui					3250902	203			3	13		8/6/04 1:14 PM	8/6/04 1:30 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:03 Track 03.mp3	294
Track 04	Aqui					1998697	124			4	13		8/6/04 1:14 PM	8/6/04 1:30 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:04 Track 04.mp3	294
Track 05	Aqui					479415	29			5	13		8/6/04 1:14 PM	8/6/04 1:30 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:05 Track 05.mp3	294
Track 06	Aqui					1457439	90			6	13		8/6/04 1:14 PM	8/6/04 1:30 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:06 Track 06.mp3	294
Track 07	Aqui					1750429	109			7	13		8/6/04 1:14 PM	8/6/04 1:30 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:07 Track 07.mp3	294
Track 08	Aqui					2881008	179			8	13		8/6/04 1:14 PM	8/6/04 1:30 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:08 Track 08 2.mp3	294
Track 08	Aqui					2881008	179			8	13		8/6/04 1:14 PM	8/6/04 1:30 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:08 Track 08.mp3	294
Track 09	Aqui					1778850	111			9	13		8/6/04 1:14 PM	8/6/04 1:30 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:09 Track 09.mp3	294
Track 10	Aqui					3582345	223			10	13		8/6/04 1:14 PM	8/6/04 1:30 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:10 Track 10.mp3	294
Track 11	Aqui					1921375	119			11	13		8/6/04 1:14 PM	8/6/04 1:30 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:11 Track 11.mp3	294
Track 12	Aqui					2289597	142			12	13		8/6/04 1:14 PM	8/6/04 1:30 PM	128	44100		MPEG audio file						MP3Vol294:Aqui:12 Track 12.mp3	294
Introduction: Bow and Fire	Blackalicious		Blazing Arrow		Rap/R&B	1333376	66			1			7/11/04 5:50 PM	8/6/04 1:30 PM	160	44100		MPEG audio file						MP3Vol294:Blackalicious:Blazing Arrow:01 - Blackalicious - Introduction- Bow and Fire - Blazing Arrow.mp3	294
Blazing Arrow	Blackalicious		Blazing Arrow		Rap/R&B	3202176	160			2			7/11/04 5:51 PM	8/6/04 1:30 PM	160	44100		MPEG audio file						MP3Vol294:Blackalicious:Blazing Arrow:02 - Blackalicious - Blazing Arrow - Blazing Arrow.mp3	294
Sky Is Falling	Blackalicious		Blazing Arrow		Rap/R&B	2934682	146			3			7/11/04 5:51 PM	8/6/04 1:30 PM	160	44100		MPEG audio file						MP3Vol294:Blackalicious:Blazing Arrow:03 - Blackalicious - Sky Is Falling - Blazing Arrow.mp3	294
First in Flight	Blackalicious / Heron, Gil Scott		Blazing Arrow		Rap/R&B	5457588	272			4			7/11/04 5:52 PM	8/6/04 1:30 PM	160	44100		MPEG audio file						MP3Vol294:Blackalicious:Blazing Arrow:04 - Blackalicious - Heron, Gil Scott - First in Flight - Blazing Arrow.mp3	294
Green Light: Now Begin	Blackalicious		Blazing Arrow		Rap/R&B	3860462	192			5			7/11/04 5:52 PM	8/6/04 1:30 PM	160	44100		MPEG audio file						MP3Vol294:Blackalicious:Blazing Arrow:05 - Blackalicious - Green Light- Now Begin - Blazing Arrow.mp3	294
4000 Miles	Blackalicious		Blazing Arrow		Rap/R&B	5508788	275			6			7/11/04 5:53 PM	8/6/04 1:30 PM	160	44100		MPEG audio file						MP3Vol294:Blackalicious:Blazing Arrow:06 - Blackalicious - 4000 Miles - Blazing Arrow.mp3	294
Nowhere Fast	Blackalicious		Blazing Arrow		Rap/R&B	8032217	401			7			7/11/04 5:54 PM	8/6/04 1:30 PM	160	44100		MPEG audio file						MP3Vol294:Blackalicious:Blazing Arrow:07 - Blackalicious - Nowhere Fast - Blazing Arrow.mp3	294
Paragraph President	Blackalicious / De La Soul		Blazing Arrow		Rap/R&B	6185882	309			8			7/11/04 5:55 PM	8/6/04 1:30 PM	160	44100		MPEG audio file						MP3Vol294:Blackalicious:Blazing Arrow:08 - Blackalicious - De La Soul - Paragraph President - Blazing Arrow.mp3	294
It's Going Down	Blackalicious / KeKe Wyatt / Lateef the Truth Speaker		Blazing Arrow		Rap/R&B	4488968	224			9			7/11/04 5:55 PM	8/6/04 1:30 PM	160	44100		MPEG audio file						MP3Vol294:Blackalicious:Blazing Arrow:09 - Blackalicious - KeKe Wyatt - Lateef the Truth Speaker - It's Going Down - Blazing Arrow.mp3	294
Make You Feel That Way	Blackalicious		Blazing Arrow		Rap/R&B	4131090	206			10			7/11/04 5:56 PM	8/6/04 1:30 PM	160	44100		MPEG audio file						MP3Vol294:Blackalicious:Blazing Arrow:10 - Blackalicious - Make You Feel That Way - Blazing Arrow.mp3	294
Brain Washers	Ben Harper / Blackalicious		Blazing Arrow		Rap/R&B	7659711	382			11			7/11/04 5:57 PM	8/6/04 1:30 PM	160	44100		MPEG audio file						MP3Vol294:Blackalicious:Blazing Arrow:11 - Ben Harper - Blackalicious - Brain Washers - Blazing Arrow.mp3	294
Chemical Calisthenics	Blackalicious / Cut Chemist		Blazing Arrow		Rap/R&B	4030780	201			12			7/11/04 5:57 PM	8/6/04 1:30 PM	160	44100		MPEG audio file						MP3Vol294:Blackalicious:Blazing Arrow:12 - Blackalicious - Cut Chemist - Chemical Calisthenics - Blazing Arrow.mp3	294
