Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	327
Across the Avenue	Freedy Johnston		This Perfect World			4198400	209			7			10/14/04 4:29 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Across the Avenue.mp3	327
Anyone	Freedy Johnston		Right Between the Promises			4517888	225			9			10/14/04 4:36 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Anyone.mp3	327
Arriving on a Train	Freedy Johnston		Right Between the Promises			5214208	260			7			10/14/04 4:44 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Arriving on a Train.mp3	327
Bad Reputation (acoustic)	Freedy Johnston					4873030	242						10/14/04 4:51 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Bad Reputation (acoustic).mp3	327
Bad Reputation	Freedy Johnston		This Perfect World			4980736	248			1			10/14/04 4:58 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Bad Reputation.mp3	327
Broken Mirror	Freedy Johnston		Right Between the Promises			3190784	159			1			10/14/04 5:03 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Broken Mirror.mp3	327
Bus Stop (live)	Freedy Johnston		Live at 33 1/3			3858432	192			8			10/14/04 5:09 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Bus Stop (live).mp3	327
Caroline (live)	Freedy Johnston					2457600	122						10/14/04 5:13 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Caroline (live).mp3	327
Caroline	Freedy Johnston					2859008	142						10/14/04 5:18 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Caroline.mp3	327
Caught As You Look Away	Freedy Johnston		Blue Days, Black Nights			4136960	206			6			10/14/04 5:24 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Caught As You Look Away.mp3	327
Cold Again	Freedy Johnston		This Perfect World			3158016	157			5			10/14/04 5:29 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Cold Again.mp3	327
Delores	Freedy Johnston		This Perfect World			4464640	223			9			10/14/04 5:36 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Delores.mp3	327
Disappointed Man	Freedy Johnston		This Perfect World			3915776	195			11			10/14/04 5:42 PM	10/18/04 1:59 PM	160	44100		MPEG audio file						MP3Vol327:Freedy Johnston:Freedy Johnston - Disappointed Man.mp3	327
