Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	367
Argument With David Rawlings Concerning Morrissey	Ryan Adams		Heartbreaker		Country	911907	37	1	1	1	15	2000	7/19/05 11:20 AM	7/19/05 12:18 PM	192	44100		MPEG audio file						MP3Vol367:Ryan Adams:Heartbreaker:01 Argument With David Rawlings Concerning Morrissey.mp3	367
To Be Young	Ryan Adams	Ryan Adams, David Rawlings	Heartbreaker		Country	4429656	184	1	1	2	15	2000	7/19/05 11:21 AM	7/19/05 12:18 PM	192	44100		MPEG audio file						MP3Vol367:Ryan Adams:Heartbreaker:02 To Be Young.mp3	367
My Winding Wheel	Ryan Adams	Ryan Adams	Heartbreaker		Country	4638416	193	1	1	3	15	2000	7/19/05 11:23 AM	7/19/05 12:18 PM	192	44100		MPEG audio file						MP3Vol367:Ryan Adams:Heartbreaker:03 My Winding Wheel.mp3	367
Amy	Ryan Adams	Ryan Adams	Heartbreaker		Country	5435869	226	1	1	4	15	2000	7/19/05 11:25 AM	7/19/05 12:18 PM	192	44100		MPEG audio file						MP3Vol367:Ryan Adams:Heartbreaker:04 Amy.mp3	367
Oh My Sweet Carolina	Ryan Adams	Ryan Adams	Heartbreaker		Country	7139905	297	1	1	5	15	2000	7/19/05 11:27 AM	7/19/05 12:18 PM	192	44100		MPEG audio file						MP3Vol367:Ryan Adams:Heartbreaker:05 Oh My Sweet Carolina.mp3	367
Bartering Lines	Ryan Adams	Ryan Adams, Van Alston	Heartbreaker		Country	5759393	239	1	1	6	15	2000	7/19/05 11:29 AM	7/19/05 12:18 PM	192	44100		MPEG audio file						MP3Vol367:Ryan Adams:Heartbreaker:06 Bartering Lines.mp3	367
Call Me On Your Way Back Home	Ryan Adams	Ryan Adams	Heartbreaker		Country	4557554	189	1	1	7	15	2000	7/19/05 11:30 AM	7/19/05 12:18 PM	192	44100		MPEG audio file						MP3Vol367:Ryan Adams:Heartbreaker:07 Call Me On Your Way Back Home.mp3	367
Damn, Sam (I Love A Woman That Rains)	Ryan Adams	Ryan Adams	Heartbreaker		Country	3089898	128	1	1	8	15	2000	7/19/05 11:31 AM	7/19/05 12:18 PM	192	44100		MPEG audio file						MP3Vol367:Ryan Adams:Heartbreaker:08 Damn, Sam (I Love A Woman That Rains).mp3	367
Come Pick Me Up	Ryan Adams	Ryan Adams, Van Alston	Heartbreaker		Country	7643971	318	1	1	9	15	2000	7/19/05 11:34 AM	7/19/05 12:18 PM	192	44100		MPEG audio file						MP3Vol367:Ryan Adams:Heartbreaker:09 Come Pick Me Up.mp3	367
To Be The One	Ryan Adams	Ryan Adams	Heartbreaker		Country	4355664	181	1	1	10	15	2000	7/19/05 11:35 AM	7/19/05 12:18 PM	192	44100		MPEG audio file						MP3Vol367:Ryan Adams:Heartbreaker:10 To Be The One.mp3	367
