Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	353
New Moon	MC 900 Ft Jesus	Mark Griffin	One Step Ahead Of The Spider		Alternative & Punk	16839303	701	1	1	1	10	1994	1/26/05 5:18 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:One Step Ahead Of The Spider:01 New Moon.mp3	353
But If You Go	MC 900 Ft Jesus	Mark Griffin	One Step Ahead Of The Spider		Alternative & Punk	8133009	338	1	1	2	10	1994	1/26/05 5:24 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:One Step Ahead Of The Spider:02 But If You Go.mp3	353
If I Only Had A Brain	MC 900 Ft Jesus	Mark Griffin	One Step Ahead Of The Spider		Alternative & Punk	5454108	227	1	1	3	10	1994	1/26/05 5:28 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:One Step Ahead Of The Spider:03 If I Only Had A Brain.mp3	353
Stare And Stare	MC 900 Ft Jesus	Curtis Mayfield	One Step Ahead Of The Spider		Alternative & Punk	10064613	419	1	1	4	10	1994	1/26/05 5:35 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:One Step Ahead Of The Spider:04 Stare And Stare.mp3	353
Buried At Sea	MC 900 Ft Jesus	Mark Griffin/Patrick Rollins	One Step Ahead Of The Spider		Alternative & Punk	6869117	286	1	1	5	10	1994	1/26/05 5:39 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:One Step Ahead Of The Spider:05 Buried At Sea.mp3	353
Tiptoe Through The Inferno	MC 900 Ft Jesus	Mark Griffin	One Step Ahead Of The Spider		Alternative & Punk	6987605	291	1	1	6	10	1994	1/26/05 5:44 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:One Step Ahead Of The Spider:06 Tiptoe Through The Inferno.mp3	353
New Year's Eve	MC 900 Ft Jesus	Mark Griffin	One Step Ahead Of The Spider		Alternative & Punk	5361314	223	1	1	8	10	1994	1/26/05 5:51 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:One Step Ahead Of The Spider:08 New Year's Eve.mp3	353
Bill's Dream	MC 900 Ft Jesus	Mark Griffin	One Step Ahead Of The Spider		Alternative & Punk	11895268	495	1	1	9	10	1994	1/26/05 5:59 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:One Step Ahead Of The Spider:09 Bill's Dream.mp3	353
Rhubarb	MC 900 Ft Jesus	Mark Griffin	One Step Ahead Of The Spider		Alternative & Punk	4588293	191	1	1	10	10	1994	1/26/05 6:02 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:One Step Ahead Of The Spider:10 Rhubarb.mp3	353
Falling Elevators	MC 900 Ft Jesus		Welcome To My Dream		Electronica/Dance	9775562	407	1	1	1	8	1991	1/26/05 3:54 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:Welcome To My Dream:01 Falling Elevators.mp3	353
Killer Inside Me	MC 900 Ft Jesus		Welcome To My Dream		Electronica/Dance	5980701	249	1	1	2	8	1991	1/26/05 3:59 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:Welcome To My Dream:02 Killer Inside Me.mp3	353
Adventures In Failure	MC 900 Ft Jesus		Welcome To My Dream		Electronica/Dance	8301633	345	1	1	3	8	1991	1/26/05 4:04 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:Welcome To My Dream:03 Adventures In Failure.mp3	353
The City Sleeps	MC 900 Ft Jesus		Welcome To My Dream		Electronica/Dance	7995681	333	1	1	4	8	1991	1/26/05 4:09 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:Welcome To My Dream:04 The City Sleeps.mp3	353
O-Zone	MC 900 Ft Jesus		Welcome To My Dream		Electronica/Dance	6576909	273	1	1	5	8	1991	1/26/05 4:14 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:Welcome To My Dream:05 O-Zone.mp3	353
Hearing Voices In One's Head	MC 900 Ft Jesus		Welcome To My Dream		Electronica/Dance	8504768	354	1	1	6	8	1991	1/26/05 4:19 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:Welcome To My Dream:06 Hearing Voices In One's Head.mp3	353
Dali's Handgun	MC 900 Ft Jesus		Welcome To My Dream		Electronica/Dance	6743056	280	1	1	7	8	1991	1/26/05 4:24 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:Welcome To My Dream:07 Dali's Handgun.mp3	353
Dancing Barefoot	MC 900 Ft Jesus		Welcome To My Dream		Electronica/Dance	6529272	271	1	1	8	8	1991	1/26/05 4:28 AM	2/1/05 12:03 PM	192	44100		MPEG audio file						MP3Vol353:MC 900 Ft Jesus:Welcome To My Dream:08 Dancing Barefoot.mp3	353
Untitled	MF Doom		Mm Food		Hip-Hop	2831438	174			5		2004	1/7/05 6:55 PM	2/1/05 12:03 PM	129	44100		MPEG audio file		FTD				MP3Vol353:MF Doom:MM...Food:01 - MF DOOM - Beef Rap - MM FOOD.mp3	353
Untitled	MF Doom		Mm Food		Hip-Hop	4330162	219			2		2004	1/7/05 6:59 PM	2/1/05 12:03 PM	157	44100		MPEG audio file		FTD				MP3Vol353:MF Doom:MM...Food:02 - MF DOOM - Cheese - MM FOOD.mp3	353
Potholderz Feat. Count Bass D	MF Doom		MM Food-(Explicit Retail)		Rap	4927331	200			3		2004	1/7/05 7:04 PM	2/1/05 12:03 PM	196	44100		MPEG audio file		C4				MP3Vol353:MF Doom:MM...Food:03 - MF DOOM - Potholderz - MM FOOD.mp3	353
mf doom - Super	MF Doom		Mm Food		Hip-Hop	3012428	175			4		2004	1/7/05 7:07 PM	2/1/05 12:03 PM	137	44100		MPEG audio file		 0000037B 00000362 00000E0C 00000CE3 000182DD 00024458 00005965 00005A25 000182C6 000182DD				MP3Vol353:MF Doom:MM...Food:04 - MF DOOM - Super - MM FOOD.mp3	353
