Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	350
 X-Men Doctrine And Declaration Target=4011N, 735638W	General Patton vs The X-ecutioners		General Patton vs The X-ecutioners		Acid	2174976	90			1		2005	1/28/05 5:02 PM	2/1/05 11:07 AM	192	44100		MPEG audio file						MP3Vol350:General patton vs the x-ecutioners:01 - X-Men Doctrine And Declaration Target=4011N, 735638W.mp3	350
General P. Counterintelligence Target=374736N, 1223317W	General Patton vs The X-ecutioners		General Patton vs The X-ecutioners		Acid	985088	41			2		2005	1/28/05 5:03 PM	2/1/05 11:07 AM	192	44100		MPEG audio file						MP3Vol350:General patton vs the x-ecutioners:02 - General P. Counterintelligence Target=374736N, 1223317W.mp3	350
!Get Up,Punk! 0200 Hrs. (joint special operations task force)	General Patton vs The X-ecutioners		General Patton vs The X-ecutioners		Acid	5257216	218			3		2005	1/28/05 5:05 PM	2/1/05 11:07 AM	192	44100		MPEG audio file						MP3Vol350:General patton vs the x-ecutioners:03 - !Get Up,Punk! 0200 Hrs. (joint special operations task force).mp3	350
Roc Raida Riot Control AgentCombat Stress Control.mp3	General Patton vs The X-ecutioners		General Patton vs The X-ecutioners		Acid	3016704	125			4		2005	1/28/05 5:06 PM	2/1/05 11:07 AM	192	44100		MPEG audio file						MP3Vol350:General patton vs the x-ecutioners:04 -  Roc Raida Riot Control AgentCombat Stress Control.mp3	350
Improvised Explosive Device 0300 hrs.	General Patton vs The X-ecutioners		General Patton vs The X-ecutioners		Acid	878592	36			5		2005	1/28/05 5:07 PM	2/1/05 11:07 AM	192	44100		MPEG audio file						MP3Vol350:General patton vs the x-ecutioners:05 - Improvised Explosive Device 0300 hrs..mp3	350
!Vaqueros Y Indios! (joint special operations task force)	General Patton vs The X-ecutioners		General Patton vs The X-ecutioners		Acid	2697216	112			6		2005	1/28/05 5:08 PM	2/1/05 11:07 AM	192	44100		MPEG audio file						MP3Vol350:General patton vs the x-ecutioners:06 - !Vaqueros Y Indios! (joint special operations task force).mp3	350
Precision Guided Needle-Dropping And Larynx Munitions (PGNDLM)	General Patton vs The X-ecutioners		General Patton vs The X-ecutioners		Acid	2770944	115			7		2005	1/28/05 5:09 PM	2/1/05 11:07 AM	192	44100		MPEG audio file						MP3Vol350:General patton vs the x-ecutioners:07 - Precision Guided Needle-Dropping And Larynx Munitions (PGNDLM).mp3	350
Duelling Banjo Marching Drill	General Patton vs The X-ecutioners		General Patton vs The X-ecutioners		Acid	2750464	114			8		2005	1/28/05 5:11 PM	2/1/05 11:07 AM	192	44100		MPEG audio file						MP3Vol350:General patton vs the x-ecutioners:08 - Duelling Banjo Marching Drill.mp3	350
Battle Hymn Of The Technics Republic	General Patton vs The X-ecutioners		General Patton vs The X-ecutioners		Acid	1726464	71			9		2005	1/28/05 5:11 PM	2/1/05 11:07 AM	192	44100		MPEG audio file						MP3Vol350:General patton vs the x-ecutioners:09 - Battle Hymn Of The Technics Republic.mp3	350
!Fire In The Hole! 0400hrs. (joint special operations task force)	General Patton vs The X-ecutioners		General Patton vs The X-ecutioners		Acid	3221504	134			10		2005	1/28/05 5:13 PM	2/1/05 11:07 AM	192	44100		MPEG audio file						MP3Vol350:General patton vs the x-ecutioners:10 - !Fire In The Hole! 0400hrs. (joint special operations task force).mp3	350
Convulsive Antidote For Nerve Agent Autoinjector (CANAA)	General Patton vs The X-ecutioners		General Patton vs The X-ecutioners		Acid	1048576	43			11		2005	1/28/05 5:13 PM	2/1/05 11:07 AM	192	44100		MPEG audio file						MP3Vol350:General patton vs the x-ecutioners:11 - Convulsive Antidote For Nerve Agent Autoinjector (CANAA).mp3	350
