Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	363
A Little Longing Goes Away	The Books		Lost And Safe		Electronica/Dance	5050323	210	1	1	1	11	2005	2/1/05 5:39 PM	2/21/05 1:42 PM	192	44100		MPEG audio file						MP3Vol363:The Books:Lost And Safe:01 A Little Longing Goes Away.mp3	363
Be Good To Them Always	The Books		Lost And Safe		Electronica/Dance	6993829	291	1	1	2	11	2005	2/1/05 5:40 PM	2/21/05 1:42 PM	192	44100		MPEG audio file						MP3Vol363:The Books:Lost And Safe:02 Be Good To Them Always.mp3	363
Vogt Dig For Kloppervok	The Books		Lost And Safe		Electronica/Dance	5627730	234	1	1	3	11	2005	2/1/05 5:40 PM	2/21/05 1:42 PM	192	44100		MPEG audio file						MP3Vol363:The Books:Lost And Safe:03 Vogt Dig For Kloppervok.mp3	363
Smells Like Content	The Books		Lost And Safe		Electronica/Dance	5318018	221	1	1	4	11	2005	2/1/05 5:41 PM	2/21/05 1:42 PM	192	44100		MPEG audio file						MP3Vol363:The Books:Lost And Safe:04 Smells Like Content.mp3	363
It Never Changes To Stop	The Books		Lost And Safe		Electronica/Dance	5790108	241	1	1	5	11	2005	2/1/05 5:41 PM	2/21/05 1:42 PM	192	44100		MPEG audio file						MP3Vol363:The Books:Lost And Safe:05 It Never Changes To Stop.mp3	363
An Animated Description Of Mr. Maps.	The Books		Lost And Safe		Electronica/Dance	6691031	278	1	1	6	11	2005	2/1/05 5:42 PM	2/21/05 1:42 PM	192	44100		MPEG audio file						MP3Vol363:The Books:Lost And Safe:06 An Animated Description Of Mr. Maps..mp3	363
Venice	The Books		Lost And Safe		Electronica/Dance	2466061	102	1	1	7	11	2005	2/1/05 5:43 PM	2/21/05 1:42 PM	192	44100		MPEG audio file						MP3Vol363:The Books:Lost And Safe:07 Venice.mp3	363
None But Shining Hours	The Books		Lost And Safe		Electronica/Dance	3913678	162	1	1	8	11	2005	2/1/05 5:43 PM	2/21/05 1:42 PM	192	44100		MPEG audio file						MP3Vol363:The Books:Lost And Safe:08 None But Shining Hours.mp3	363
If Not Now, Whenever	The Books		Lost And Safe		Electronica/Dance	5184481	215	1	1	9	11	2005	2/1/05 5:44 PM	2/21/05 1:42 PM	192	44100		MPEG audio file						MP3Vol363:The Books:Lost And Safe:09 If Not Now, Whenever.mp3	363
An Owl With Knees	The Books		Lost And Safe		Electronica/Dance	6759350	281	1	1	10	11	2005	2/1/05 5:45 PM	2/21/05 1:42 PM	192	44100		MPEG audio file						MP3Vol363:The Books:Lost And Safe:10 An Owl With Knees.mp3	363
Twelve Fold Chain	The Books		Lost And Safe		Electronica/Dance	6826432	284	1	1	11	11	2005	2/1/05 5:46 PM	2/21/05 1:42 PM	192	44100		MPEG audio file						MP3Vol363:The Books:Lost And Safe:11 Twelve Fold Chain.mp3	363
Good Times Roll	The Cars		Deluxe Edition (Disc 1)		Rock	3652034	225	1	2	1	9	1978	2/6/05 8:35 PM	2/21/05 1:42 PM	128	44100		AAC audio file						MP3Vol363:The Cars:Deluxe Edition (Disc 1):1-01 Good Times Roll.m4a	363
My Best Friend's Girl	The Cars		Deluxe Edition (Disc 1)		Rock	3629226	223	1	2	2	9	1999	2/6/05 8:36 PM	2/21/05 1:42 PM	128	44100		AAC audio file						MP3Vol363:The Cars:Deluxe Edition (Disc 1):1-02 My Best Friend's Girl.m4a	363
Just What I Needed	The Cars		Deluxe Edition (Disc 1)		Rock	3623197	223	1	2	3	9	1999	2/6/05 8:37 PM	2/21/05 1:42 PM	128	44100		AAC audio file						MP3Vol363:The Cars:Deluxe Edition (Disc 1):1-03 Just What I Needed.m4a	363
I'm In Touch With Your World	The Cars		Deluxe Edition (Disc 1)		Rock	3429232	211	1	2	4	9	1999	2/6/05 8:39 PM	2/21/05 1:42 PM	128	44100		AAC audio file						MP3Vol363:The Cars:Deluxe Edition (Disc 1):1-04 I'm In Touch With Your World.m4a	363
Don't Cha Stop	The Cars		Deluxe Edition (Disc 1)		Rock	2983780	183	1	2	5	9	1999	2/6/05 8:40 PM	2/21/05 1:42 PM	128	44100		AAC audio file						MP3Vol363:The Cars:Deluxe Edition (Disc 1):1-05 Don't Cha Stop.m4a	363
You're All I've Got Tonight	The Cars		Deluxe Edition (Disc 1)		Rock	4109689	253	1	2	6	9	1999	2/6/05 8:41 PM	2/21/05 1:42 PM	128	44100		AAC audio file						MP3Vol363:The Cars:Deluxe Edition (Disc 1):1-06 You're All I've Got Tonight.m4a	363
Bye Bye Love	The Cars		Deluxe Edition (Disc 1)		Rock	4096931	252	1	2	7	9	1999	2/6/05 8:43 PM	2/21/05 1:42 PM	128	44100		AAC audio file						MP3Vol363:The Cars:Deluxe Edition (Disc 1):1-07 Bye Bye Love.m4a	363
Moving In Stereo	The Cars		Deluxe Edition (Disc 1)		Rock	4580085	282	1	2	8	9	1999	2/6/05 8:45 PM	2/21/05 1:42 PM	128	44100		AAC audio file						MP3Vol363:The Cars:Deluxe Edition (Disc 1):1-08 Moving In Stereo.m4a	363
All Mixed Up	The Cars		Deluxe Edition (Disc 1)		Rock	4139577	255	1	2	9	9	1999	2/6/05 8:46 PM	2/21/05 1:42 PM	128	44100		AAC audio file						MP3Vol363:The Cars:Deluxe Edition (Disc 1):1-09 All Mixed Up.m4a	363
Touch And Go	The Cars		Just What I Needed (Disc 2)		Rock	4842502	299	2	2	1	20	1995	2/6/05 9:21 PM	2/21/05 1:42 PM	128	44100		AAC audio file						MP3Vol363:The Cars:Just What I Needed (Disc 2):2-01 Touch And Go.m4a	363
Don't Tell Me No	The Cars		Just What I Needed (Disc 2)		Rock	3938505	242	2	2	2	20	1995	2/6/05 9:23 PM	2/21/05 1:42 PM	128	44100		AAC audio file						MP3Vol363:The Cars:Just What I Needed (Disc 2):2-02 Don't Tell Me No.m4a	363
Shake It Up	The Cars		Just What I Needed (Disc 2)		Rock	3498147	215	2	2	3	20	1995	2/6/05 9:24 PM	2/21/05 1:42 PM	128	44100		AAC audio file						MP3Vol363:The Cars:Just What I Needed (Disc 2):2-03 Shake It Up.m4a	363
