Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Play Count	Last Played	My Rating	Location	CD
Eugene's Lament	The Beastie Boys	Beastie Boys	The In Sound From Way Out!		R&B	3161370	131	1	1	7	13	1994	1/21/04 8:43 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The In Sound From Way Out!:07 Eugene's Lament.mp3	243
Bobo On The Corner	The Beastie Boys	Beastie Boys	The In Sound From Way Out!		R&B	1882418	78	1	1	8	13	1994	1/21/04 8:43 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The In Sound From Way Out!:08 Bobo On The Corner.mp3	243
Shambala	The Beastie Boys	Beastie Boys	The In Sound From Way Out!		R&B	4696736	195	1	1	9	13	1994	1/21/04 8:44 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The In Sound From Way Out!:09 Shambala.mp3	243
Lighten Up	The Beastie Boys	Beastie Boys	The In Sound From Way Out!		R&B	3979521	165	1	1	10	13	1992	1/21/04 8:44 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The In Sound From Way Out!:10 Lighten Up.mp3	243
Ricky's Theme	The Beastie Boys	Beastie Boys	The In Sound From Way Out!		R&B	5397660	224	1	1	11	13	1994	1/21/04 8:45 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The In Sound From Way Out!:11 Ricky's Theme.mp3	243
Transitions	The Beastie Boys	Beastie Boys	The In Sound From Way Out!		R&B	3731881	155	1	1	12	13	1994	1/21/04 8:45 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The In Sound From Way Out!:12 Transitions.mp3	243
Drinkin' Wine	The Beastie Boys	Beastie Boys	The In Sound From Way Out!		R&B	6750593	281	1	1	13	13	1996	1/21/04 8:46 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The In Sound From Way Out!:13 Drinkin' Wine.mp3	243
Beastie Boys	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	1357655	56	1	2	1	21	1999	1/19/04 9:15 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-01 Beastie Boys.mp3	243
Slow & Low	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	5235896	218	1	2	2	21	1999	1/19/04 9:16 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-02 Slow & Low.mp3	243
Shake Your Rump	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	4780117	199	1	2	3	21	1999	1/19/04 9:17 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-03 Shake Your Rump.mp3	243
Gratitude	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	3972614	165	1	2	4	21	1999	1/19/04 9:18 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-04 Gratitude.mp3	243
Skills To Pay The Bills	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	4647841	193	1	2	5	21	1999	1/19/04 9:19 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-05 Skills To Pay The Bills.mp3	243
Root Down	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	5108000	212	1	2	6	21	1999	1/19/04 9:20 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-06 Root Down.mp3	243
Believe Me	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	1906225	79	1	2	7	21	1999	1/19/04 9:21 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-07 Believe Me.mp3	243
Sure Shot	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	4807696	200	1	2	8	21	1999	1/19/04 9:22 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-08 Sure Shot.mp3	243
Body Movin' (Fatboy Slim Remix)	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	7956205	331	1	2	9	21	1999	1/19/04 9:24 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-09 Body Movin' (Fatboy Slim Remix).mp3	243
Boomin' Granny	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	3319976	138	1	2	10	21	1999	1/19/04 9:25 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-10 Boomin' Granny.mp3	243
Fight For Your Right	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	4983251	207	1	2	11	21	1999	1/19/04 9:26 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-11 Fight For Your Right.mp3	243
Country Mike's Theme	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	857367	35	1	2	12	21	1999	1/19/04 9:26 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-12 Country Mike's Theme.mp3	243
Pass The Mic	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	6183204	257	1	2	13	21	1999	1/19/04 9:28 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-13 Pass The Mic.mp3	243
Something's Got To Give	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	5015228	208	1	2	14	21	1999	1/19/04 9:29 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-14 Something's Got To Give.mp3	243
Bodhisattva Vow	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	4618368	192	1	2	15	21	1999	1/19/04 9:30 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-15 Bodhisattva Vow.mp3	243
Sabrosa	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	5081667	211	1	2	16	21	1999	1/19/04 9:32 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-16 Sabrosa.mp3	243
Song For The Man	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	4602695	191	1	2	17	21	1999	1/19/04 9:33 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-17 Song For The Man.mp3	243
Soba Violence	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	1778960	74	1	2	18	21	1999	1/19/04 9:33 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-18 Soba Violence.mp3	243
Alive	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	5496699	228	1	2	19	21	1999	1/19/04 9:34 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-19 Alive.mp3	243
Jimmy James	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	4456613	185	1	2	20	21	1999	1/19/04 9:35 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-20 Jimmy James.mp3	243
3 MC's & 1 DJ (Live Video Version)	The Beastie Boys		The Sounds Of Science (Disc 1)		Hip Hop/Rap	3321250	138	1	2	21	21	1999	1/19/04 9:36 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 1):1-21 3 MC's & 1 DJ (Live Video Version).mp3	243
The Biz vs. The Nuge	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	817242	33	2	2	1	21	1999	1/19/04 9:38 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-01 The Biz vs. The Nuge.mp3	243
Sabotage	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	4315548	179	2	2	2	21	1999	1/19/04 9:40 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-02 Sabotage.mp3	243
Shadrach	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	6003267	250	2	2	3	21	1999	1/19/04 9:41 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-03 Shadrach.mp3	243
Brass Monkey	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	3792685	157	2	2	4	21	1999	1/19/04 9:42 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-04 Brass Monkey.mp3	243
Time For Livin'	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	2614043	108	2	2	5	21	1999	1/19/04 9:43 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-05 Time For Livin'.mp3	243
Dub The Mic	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	4355675	181	2	2	6	21	1999	1/19/04 9:44 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-06 Dub The Mic.mp3	243
Benny And The Jets	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	5929299	246	2	2	7	21	1999	1/19/04 9:45 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-07 Benny And The Jets.mp3	243
The Negotiation Limerick File	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	4133757	172	2	2	8	21	1999	1/19/04 9:47 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-08 The Negotiation Limerick File.mp3	243
I Want Some	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	2889892	120	2	2	9	21	1999	1/19/04 9:48 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-09 I Want Some.mp3	243
She's On It	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	6205146	258	2	2	10	21	1999	1/19/04 9:50 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-10 She's On It.mp3	243
Son Of Neckbone	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	4795791	199	2	2	11	21	1999	1/19/04 9:51 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-11 Son Of Neckbone.mp3	243
Get It Together	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	5911742	246	2	2	12	21	1999	1/19/04 9:53 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-12 Get It Together.mp3	243
Twenty Questions	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	3559469	148	2	2	13	21	1999	1/19/04 9:54 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-13 Twenty Questions.mp3	243
Remote Control	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	4311794	179	2	2	14	21	1999	1/19/04 9:56 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-14 Remote Control.mp3	243
Railroad Blues	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	3798331	158	2	2	15	21	1999	1/19/04 9:58 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-15 Railroad Blues.mp3	243
Live Wire	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	4475420	186	2	2	16	21	1999	1/19/04 9:59 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-16 Live Wire.mp3	243
So What'cha Want	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	5213334	217	2	2	17	21	1999	1/19/04 10:01 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-17 So What'cha Want.mp3	243
Netty's Girl	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	4326211	180	2	2	18	21	1999	1/19/04 10:02 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-18 Netty's Girl.mp3	243
Egg Raid On Mojo	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	1934444	80	2	2	19	21	1999	1/19/04 10:03 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-19 Egg Raid On Mojo.mp3	243
Hey Ladies	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	5494196	228	2	2	20	21	1999	1/19/04 10:04 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-20 Hey Ladies.mp3	243
Intergalactic	The Beastie Boys		The Sounds Of Science (Disc 2)		Hip Hop/Rap	5054715	210	2	2	21	21	1999	1/19/04 10:05 AM	1/29/04 11:19 AM	192	44100		MPEG audio file						Mp3Vol243:Beastie Boys:The Sounds Of Science (Disc 2):2-21 Intergalactic.mp3	243
